unique_id,ds,RNN-median,RNN-lo-90,RNN-lo-80,RNN-hi-80,RNN-hi-90
H1,10063,0.0065892846,0.0060911123,0.0006923827,0.011716396,0.017035862
H1,10064,-0.0074454085,-0.011832973,-0.009422194,-0.005747328,-0.0025130915
H1,10065,0.011636952,0.0043650633,0.006107142,0.014197998,0.015410624
H1,10066,-0.008188309,-0.012147302,-0.010295169,-0.0029179747,-0.0062636225
H1,10067,0.014053404,0.0097994115,0.013994107,0.020335302,0.020431789
H1,10068,-0.01715102,-0.020953534,-0.020223416,-0.012197755,-0.012842603
H1,10069,-0.014232097,-0.016544227,-0.016897762,-0.011236383,-0.010343341
H1,10070,-0.010889523,-0.014271444,-0.010232747,-0.0050896513,-0.0048487084
H1,10071,-0.0141512435,-0.019612141,-0.021193914,-0.014185399,-0.013406197
H1,10072,-0.0066218483,-0.01069182,-0.008749891,-0.0027549635,-0.0033851578
H1,10073,-0.028500214,-0.0296387,-0.03095381,-0.025151592,-0.025370495
H1,10074,-0.013747165,-0.018888116,-0.013788141,-0.0067959665,-0.005470215
H1,10075,-0.011318741,-0.020469192,-0.011671932,-0.0054157577,-0.00791713
H1,10076,-0.031896733,-0.03770023,-0.037287626,-0.02943486,-0.027217701
H1,10077,-0.021783669,-0.029086977,-0.021629894,-0.021643065,-0.018912626
H1,10078,-0.03677392,-0.039729983,-0.035931952,-0.033644993,-0.03580821
H1,10079,0.00074243825,-0.0039873733,0.0002849449,0.008110314,0.011209333
H1,10080,-0.0261074,-0.026980316,-0.028238352,-0.023430321,-0.0224351
H1,10081,-0.03190927,-0.03371579,-0.034315195,-0.029688165,-0.028406847
H1,10082,-0.02716008,-0.02829094,-0.027459113,-0.02238326,-0.022892611
H1,10083,-0.025073778,-0.029080354,-0.028333835,-0.021727735,-0.019612541
H1,10084,-0.034727573,-0.04032595,-0.037154485,-0.03304058,-0.03357776
H1,10085,-0.030298445,-0.032655008,-0.03448101,-0.027308427,-0.026290242
H1,10086,-0.03547744,-0.037532307,-0.03694844,-0.03421068,-0.033298068
H1,10087,-0.036724802,-0.04000163,-0.037044737,-0.033279948,-0.03434485
H1,10088,-0.033407297,-0.035434134,-0.03549505,-0.030059095,-0.029820804
H1,10089,-0.03472879,-0.03986906,-0.03883652,-0.032715816,-0.033550505
H1,10090,-0.032485437,-0.036780592,-0.03620834,-0.030963983,-0.029976126
H1,10091,-0.032377258,-0.03843477,-0.026651515,-0.02873408,-0.025387209
H1,10092,-0.007211546,-0.011408608,-0.011522828,-0.0011120248,0.0012724368
H1,10093,-0.035825763,-0.037422985,-0.037264343,-0.03085167,-0.029874112
H1,10094,-0.024548175,-0.028649427,-0.026162159,-0.018740565,-0.018363494
H1,10095,-0.036796134,-0.038514894,-0.039018784,-0.033875935,-0.03352684
H1,10096,-0.021792857,-0.028400067,-0.027015567,-0.016885461,-0.014848189
H1,10097,-0.026286611,-0.027696567,-0.02680784,-0.018816698,-0.018106127
H1,10098,-0.035286054,-0.03652593,-0.03761948,-0.033053726,-0.032032873
H1,10099,-0.015401091,-0.018555129,-0.015801191,-0.0066494658,-0.0076780426
H1,10100,-0.042856406,-0.046993777,-0.046386268,-0.040005486,-0.039626647
H1,10101,-0.034307044,-0.038978845,-0.039351203,-0.03334643,-0.032680925
H1,10102,-0.023211686,-0.030661147,-0.02742786,-0.017912148,-0.019731697
H1,10103,-0.037007824,-0.040290847,-0.04097152,-0.035120763,-0.03348763
H1,10104,-0.05119453,-0.053408194,-0.052011773,-0.046906643,-0.048009202
H1,10105,-0.050003845,-0.051525846,-0.050838146,-0.04629842,-0.04509546
H1,10106,-0.018354286,-0.026322937,-0.02005891,-0.0145408455,-0.017221551
H1,10107,-0.041202173,-0.044123765,-0.043980815,-0.031990927,-0.033547133
H1,10108,-0.04854862,-0.051168032,-0.051117998,-0.048998263,-0.046780534
H1,10109,-0.04097865,-0.05248292,-0.05147853,-0.035438042,-0.041199908
H1,10110,-0.033631872,-0.03975217,-0.034506243,-0.026605446,-0.02583665
H1,10111,-0.046354353,-0.051077943,-0.050968744,-0.046443887,-0.045069657
H1,10112,-0.040278673,-0.050305735,-0.048649773,-0.03804376,-0.03999744
H1,10113,-0.049009442,-0.051849317,-0.052701015,-0.04223052,-0.042415705
H1,10114,-0.06121562,-0.064741716,-0.06341545,-0.059549052,-0.05826308
H1,10115,-0.05665599,-0.060705636,-0.061321687,-0.056178957,-0.054637857
H1,10116,-0.041748878,-0.05105673,-0.049652692,-0.038915,-0.039965518
H1,10117,-0.057846986,-0.059246253,-0.06303533,-0.0560001,-0.056228336
H1,10118,-0.052046157,-0.058644067,-0.0573353,-0.046416644,-0.050811194
H1,10119,-0.051092178,-0.05268783,-0.053759012,-0.043584976,-0.044724837
H1,10120,-0.06080692,-0.0638988,-0.063398905,-0.060133073,-0.058763582
H1,10121,-0.062100526,-0.06530674,-0.06487575,-0.059461497,-0.060954656
H1,10122,-0.046862617,-0.055682287,-0.056740332,-0.040489912,-0.045798097
H1,10123,-0.0590805,-0.06613036,-0.0659603,-0.05871712,-0.057853535
H1,10124,-0.05974697,-0.061318878,-0.059738126,-0.0578784,-0.05730093
H1,10125,-0.061516132,-0.06317827,-0.061536085,-0.053521343,-0.05405372
H1,10126,-0.0549047,-0.06140968,-0.06219763,-0.053654473,-0.054015305
H1,10127,-0.060591,-0.0656478,-0.06570527,-0.058108915,-0.0584496
H1,10128,-0.063974924,-0.06864394,-0.06836347,-0.065015525,-0.060529698
H1,10129,-0.06460906,-0.066376165,-0.06808378,-0.05868735,-0.060154285
H1,10130,-0.06319172,-0.067080274,-0.067842305,-0.060769904,-0.06132138
H1,10131,-0.0632229,-0.06616731,-0.06886506,-0.05743587,-0.05815574
H1,10132,-0.06064531,-0.0647479,-0.062864564,-0.05803698,-0.05723577
H1,10133,-0.06424061,-0.065533325,-0.068253376,-0.06279747,-0.059414722
H1,10134,-0.05526425,-0.06361692,-0.06396522,-0.050195098,-0.052132603
H1,10135,-0.06987278,-0.070908174,-0.07368047,-0.06969282,-0.06885518
H1,10136,-0.06435632,-0.06719995,-0.069379024,-0.06105509,-0.062380973
H1,10137,-0.062307116,-0.06736532,-0.067261785,-0.059192114,-0.058308344
H1,10138,-0.06337743,-0.06566526,-0.064505756,-0.059804652,-0.058862295
H1,10139,-0.0703094,-0.07237303,-0.07198661,-0.066160925,-0.06653908
H1,10140,-0.06319881,-0.06926925,-0.07085948,-0.058317743,-0.059625167
H1,10141,-0.060932387,-0.06690988,-0.06562277,-0.061616886,-0.060457204
H1,10142,-0.06649778,-0.07008274,-0.06977576,-0.06585893,-0.063819796
H1,10143,-0.066497885,-0.07123008,-0.07102567,-0.065217145,-0.065870084
H1,10144,-0.066462316,-0.06823084,-0.06773005,-0.06289634,-0.062327553
H1,10145,-0.059517924,-0.06232399,-0.062198233,-0.057726238,-0.05684883
H1,10146,-0.06108292,-0.06441425,-0.06482249,-0.06015538,-0.05676158
H1,10147,-0.06036016,-0.06266549,-0.064626604,-0.05913977,-0.05830266
H1,10148,-0.062457953,-0.06401318,-0.063700356,-0.06051818,-0.060063805
H1,10149,-0.0593125,-0.06459793,-0.064215,-0.05873963,-0.059000988
H1,10150,-0.062241804,-0.065823406,-0.06411512,-0.060144473,-0.06055141
H1,10151,-0.059068564,-0.06216502,-0.06480427,-0.057329006,-0.059162177
H1,10152,-0.06189062,-0.066572495,-0.06655609,-0.060965326,-0.059602153
H1,10153,-0.05949436,-0.062268373,-0.06150927,-0.058560792,-0.056900643
H1,10154,-0.06320367,-0.06503774,-0.06667396,-0.05930056,-0.060876068
H1,10155,-0.05459308,-0.061311696,-0.055646118,-0.05297966,-0.051113155
H1,10156,-0.055770442,-0.057994355,-0.06111001,-0.051699046,-0.054056738
H1,10157,-0.05430825,-0.055984497,-0.055228166,-0.050214782,-0.05044012
H1,10158,-0.049906675,-0.054595012,-0.05623333,-0.046362147,-0.046539765
H1,10159,-0.056718975,-0.057503864,-0.0586375,-0.052731257,-0.0526768
H1,10160,-0.058779098,-0.06258293,-0.06207772,-0.057077885,-0.057420813
H1,10161,-0.058442682,-0.060993377,-0.061276015,-0.05577706,-0.054718055
H1,10162,-0.04936541,-0.052404214,-0.052344598,-0.04920423,-0.046894755
H1,10163,-0.051624026,-0.05433777,-0.054281708,-0.049839016,-0.048621908
H1,10164,-0.042364534,-0.04646913,-0.044805076,-0.038181547,-0.035689816
H1,10165,-0.04935699,-0.05529652,-0.056327183,-0.04787383,-0.049814023
H1,10166,-0.054171763,-0.05569673,-0.05628266,-0.050013825,-0.05001818
H1,10167,-0.055163387,-0.056930564,-0.057502642,-0.052619424,-0.05332379
H1,10168,-0.054525096,-0.056257427,-0.056976967,-0.05233113,-0.052628215
H1,10169,-0.04849754,-0.050410062,-0.050989777,-0.046684008,-0.04537338
H1,10170,-0.04167001,-0.045076985,-0.044300117,-0.03926232,-0.040866468
H1,10171,-0.052088954,-0.053305626,-0.05380971,-0.05012874,-0.04863675
H1,10172,-0.050413772,-0.052531037,-0.052947614,-0.048140377,-0.04802841
H1,10173,-0.05349307,-0.0559735,-0.054367747,-0.050108004,-0.050661415
H1,10174,-0.046023257,-0.0466382,-0.04794854,-0.043957096,-0.0447998
H1,10175,-0.043660637,-0.04597198,-0.046060402,-0.040167082,-0.041683096
H1,10176,-0.04133108,-0.04478862,-0.04572121,-0.04071049,-0.039686803
H1,10177,-0.038741075,-0.044341687,-0.044450793,-0.0367472,-0.03706934
H1,10178,-0.04744723,-0.048522245,-0.048922822,-0.044425268,-0.044585846
H1,10179,-0.04374746,-0.045394313,-0.04571126,-0.039667655,-0.039819885
H1,10180,-0.048551124,-0.052078098,-0.048933692,-0.04634489,-0.045686875
H1,10181,-0.047879476,-0.050912052,-0.050839048,-0.04577843,-0.044419188
H1,10182,-0.043925878,-0.046278708,-0.045780655,-0.040238604,-0.04189611
H1,10183,-0.048052095,-0.04962059,-0.051196832,-0.04526596,-0.045705833
H1,10184,-0.03878092,-0.038863994,-0.039974563,-0.0324375,-0.033378392
H1,10185,-0.040388916,-0.04225544,-0.04247781,-0.037674304,-0.03731175
H1,10186,-0.040421806,-0.04291584,-0.042461623,-0.038541056,-0.03926057
H1,10187,-0.04568197,-0.048154283,-0.04657838,-0.04176315,-0.042116657
H1,10188,-0.03710818,-0.039775245,-0.039592713,-0.033137206,-0.033862773
H1,10189,-0.043924205,-0.04454456,-0.04499536,-0.041768793,-0.04127292
H1,10190,-0.039243422,-0.03979348,-0.04227329,-0.037307475,-0.037395597
H1,10191,-0.038961604,-0.040887557,-0.04185263,-0.037474167,-0.035935797
H1,10192,-0.042146623,-0.045833927,-0.043539334,-0.037185464,-0.038191196
H1,10193,-0.036617797,-0.03904524,-0.039466966,-0.033869803,-0.033681236
H1,10194,-0.03121258,-0.032839578,-0.033405777,-0.026934171,-0.028236246
H1,10195,-0.032793794,-0.036675204,-0.034702055,-0.029084146,-0.03079601
H1,10196,-0.029944457,-0.030128047,-0.031262178,-0.026034921,-0.026324434
H1,10197,-0.0357971,-0.036732472,-0.038330227,-0.032368757,-0.03287658
H1,10198,-0.036645733,-0.037293617,-0.038344443,-0.032902047,-0.033272557
H1,10199,-0.030518949,-0.03198933,-0.03179232,-0.028187728,-0.02715756
H1,10200,-0.034432497,-0.03562676,-0.035935137,-0.030987762,-0.03254226
H1,10201,-0.020731185,-0.021170892,-0.021362983,-0.015860654,-0.016085172
H1,10202,-0.018016651,-0.018618556,-0.019016383,-0.013521509,-0.014640633
H1,10203,-0.024782734,-0.02534421,-0.026754579,-0.020673791,-0.021164102
H1,10204,-0.019276936,-0.024192613,-0.022871843,-0.015232742,-0.015737457
H1,10205,-0.028700508,-0.029568274,-0.030438397,-0.02486642,-0.02744393
H1,10206,-0.028781217,-0.032425422,-0.030663855,-0.026511537,-0.025393574
H1,10207,-0.029273223,-0.030431107,-0.030776259,-0.025340308,-0.02444086
H1,10208,-0.025546577,-0.027801994,-0.027149316,-0.021244626,-0.020627636
H1,10209,-0.02667726,-0.028992161,-0.02715441,-0.022905834,-0.019672174
H1,10210,-0.031075079,-0.031168506,-0.033098713,-0.02773695,-0.02902323
H1,10211,-0.021062009,-0.023146372,-0.023808887,-0.019025449,-0.01870802
H1,10212,-0.00567464,-0.00708737,-0.007831065,-0.0011709863,-0.00059432373
H1,10213,-0.025607388,-0.028342675,-0.025617903,-0.023417853,-0.02312672
H1,10214,-0.017862793,-0.02076728,-0.022187278,-0.017209405,-0.0155913215
H1,10215,-0.022173384,-0.023927063,-0.021771247,-0.017221287,-0.01817966
H1,10216,-0.019661948,-0.022100993,-0.0215759,-0.017435774,-0.014784407
H1,10217,-0.018397884,-0.021229,-0.018433455,-0.014991485,-0.015081035
H1,10218,-0.019778399,-0.02075665,-0.023003934,-0.017432665,-0.017388733
H1,10219,-0.017032579,-0.020595063,-0.02141423,-0.016075345,-0.01486679
H1,10220,-0.00822713,-0.012468779,-0.012105219,-0.00674467,-0.0056753843
H1,10221,-0.022431567,-0.024407374,-0.024462774,-0.017219521,-0.01837272
H1,10222,-0.0039851996,-0.007503819,-0.009043863,-0.0016187029,0.0013436666
H1,10223,-0.0014438499,-0.0058376915,-0.0055525447,0.0023509471,0.0026358278
H1,10224,-0.017701142,-0.019377053,-0.019343173,-0.012477895,-0.014140323
H1,10225,-0.018794145,-0.018906588,-0.020978617,-0.016870013,-0.01394066
H1,10226,-0.015691472,-0.01758675,-0.017187566,-0.01378987,-0.013086367
H1,10227,-0.013875943,-0.014316466,-0.016707623,-0.0115216,-0.01196163
H1,10228,-0.014497466,-0.017118784,-0.017217873,-0.012380572,-0.010484355
H1,10229,-0.009982035,-0.010674832,-0.011602439,-0.006742885,-0.005773487
H1,10230,-0.015639527,-0.017505674,-0.018136319,-0.013528369,-0.014415117
H1,10231,-0.013918247,-0.014194772,-0.015906379,-0.010852529,-0.011200434
H1,10232,-0.010573994,-0.011249224,-0.0111469105,-0.008155227,-0.0051581147
H1,10233,-0.008019185,-0.008710811,-0.009382864,-0.004111323,-0.0045628035
H1,10234,-0.00974738,-0.01198728,-0.011401711,-0.0074936855,-0.0040775808
H1,10235,-0.008036513,-0.008770045,-0.011510659,-0.005313669,-0.0021415325
H1,10236,-0.0052924617,-0.004414045,-0.006540824,-0.0019434877,0.00043709413
H1,10237,0.00013250345,0.00043276884,-0.0018859184,0.006050435,0.0071626804
H1,10238,-0.014068406,-0.016027559,-0.016636888,-0.012224523,-0.0103303585
H1,10239,-0.00417441,-0.005383218,-0.0045931744,-0.00010011997,-0.0003781512
H1,10240,-0.005734337,-0.0069371625,-0.0056350217,-0.00035968376,-0.00076020183
H1,10241,-0.011447512,-0.012552252,-0.013254661,-0.0075799995,-0.0069576004
H1,10242,-0.00022107526,-0.0038872357,-0.0043895724,0.0018663272,0.0022877755
H1,10243,0.0069562923,0.006127928,0.0033786173,0.009785749,0.011327667
H1,10244,-0.004053279,-0.006141652,-0.006128416,-0.004250747,-0.0048013995
H1,10245,-0.0023750393,-0.0035732659,-0.0050462424,-0.0002253598,0.0009233316
H1,10246,-0.0051598963,-0.0053811953,-0.0085437335,-0.0036052288,-0.002640781
H1,10247,0.0050046244,0.0046664644,0.004191795,0.009140615,0.0125001855
H1,10248,-0.0014741663,-0.00054894947,-0.0033111135,0.001926325,0.0025832572
H1,10249,-0.008403514,-0.007745545,-0.010482406,-0.0045362324,-0.0043007983
H1,10250,-0.0024385657,-0.006707066,-0.0062558767,-0.0020372132,-0.0012884322
H1,10251,-0.0028462838,-0.0026958128,-0.0037466232,0.0010249527,0.00227422
H1,10252,-0.0043909485,-0.0075124423,-0.005362525,-0.0007710429,-0.0013423408
H1,10253,-0.0026381938,-0.004340519,-0.005810739,0.00010926556,0.0001863779
H1,10254,0.0052204765,-0.0006304842,0.00048122602,0.005907813,0.0067032073
H1,10255,-0.006807539,-0.010261569,-0.0105645675,-0.005116274,-0.003579034
H1,10256,-0.0017816038,-0.0012070946,-0.0018642484,0.0048032706,0.010689005
H1,10257,0.0040840954,-0.0008866624,0.002735592,0.005989014,0.008226841
H1,10258,0.0043263603,0.0006709085,0.0011361234,0.0064583085,0.007118524
H1,10259,0.00041909493,-0.004201631,-0.0025604642,0.0030441873,0.0019507565
H1,10260,0.0001483406,-0.0024314285,0.00024839514,0.005792713,0.0059351204
H1,10261,-0.0038820477,-0.0054377974,-0.0067540747,-0.002845624,-0.0024883547
H1,10262,-0.0025491328,-0.003753601,-0.005769213,0.0017354817,0.002801811
H1,10263,-0.0025992594,-0.0053591053,-0.005454442,-0.0019234852,-0.00048716157
H1,10264,-0.0035050176,-0.0056654713,-0.004307044,-0.0037988066,-0.0022747656
H1,10265,-0.00036049797,-0.00308235,-0.0035503353,0.001879907,0.0023226857
H1,10266,-0.0012553385,-0.00354695,-0.0032272544,0.0009704109,0.00345635
H1,10267,0.002229514,0.00065143756,0.0015518096,0.0072342283,0.00768586
H1,10268,0.002845414,0.0019572037,0.001511542,0.0068064937,0.007599913
H1,10269,0.00041841133,-0.00112087,-0.0012590559,0.0036848697,0.0053203795
H1,10270,0.002604866,0.00047469302,-2.71264e-05,0.0065976214,0.0061560436
H1,10271,-0.00197738,-0.0042068874,-0.003995431,0.0018453678,0.0020454784
H1,10272,0.0018183177,-0.0019143759,-0.005618854,0.001986479,0.00507354
H1,10273,-0.005715135,-0.006736088,-0.004195849,-0.003872491,0.0020167176
H1,10274,-0.0019883174,-0.0035270303,-0.004004852,0.0006382968,6.3718995e-05
H1,10275,-0.0011803661,-0.0022290368,-0.003493649,0.0013730123,0.005115785
H1,10276,0.00060262554,-1.4516758e-05,-0.0010721264,0.0038869062,0.0053877938
H1,10277,0.006578082,0.0023385906,0.00336387,0.0056243986,0.0076707625
H1,10278,0.0071372855,0.0031299992,0.0048325146,0.007305241,0.011150768
H1,10279,0.0015818854,-0.0007795538,0.00030804845,0.0052869488,0.005227271
H1,10280,0.0032156487,-0.0007283578,0.002425279,0.005499753,0.007740956
H1,10281,0.0054544723,0.0040318607,0.004792885,0.010012271,0.011847943
H1,10282,-7.6634344e-05,-0.0025933525,0.0011728638,0.0056127505,0.0083770715
H1,10283,0.0097087715,0.006757768,0.00899292,0.012735723,0.0122677125
H1,10284,0.010066645,0.00776983,0.0076895934,0.013966041,0.012057785
H1,10285,0.0042537507,0.003320247,0.0019383137,0.00713187,0.008248291
H1,10286,0.005559309,0.0047615157,0.0033607946,0.008005574,0.008623824
H1,10287,0.0036329168,-0.0017958023,0.0031045228,0.006956198,0.0078065577
H1,10288,0.0012943553,0.0006688717,-0.0005140614,0.0006330118,0.007627504
H1,10289,0.004705039,0.0011611257,0.003440338,0.0076461243,0.0065642856
H1,10290,0.0035601505,-0.0020537558,0.0020226284,0.004416612,0.004003167
H1,10291,0.009933935,0.006280181,0.008456519,0.0135840345,0.010447025
H1,10292,0.011028489,0.009238135,0.011338251,0.015367782,0.0143201295
H1,10293,0.0035636344,0.001071617,0.00014217175,0.007108826,0.0075632427
H1,10294,0.010843111,0.007533689,0.00851343,0.015012255,0.01370435
H1,10295,0.008769523,0.007752772,0.006703537,0.010157639,0.012884127
H1,10296,0.007852167,0.0039955825,0.008603202,0.010826303,0.01037516
H1,10297,0.010358624,0.008415554,0.008390876,0.012925504,0.011506628
H1,10298,0.007542943,0.0020828748,0.006141634,0.01145152,0.008353997
H1,10299,0.010508066,0.010313709,0.009440115,0.013538118,0.016002951
H1,10300,0.009762297,0.005763479,0.006586411,0.010215381,0.012015209
H1,10301,0.01774083,0.01442194,0.014378114,0.017378531,0.019051936
H1,10302,0.014499282,0.014693255,0.012640024,0.015625985,0.018685587
H1,10303,0.012850624,0.0109528955,0.015184585,0.01705093,0.018682273
H1,10304,0.012914907,0.011984207,0.010912277,0.013265932,0.014414558
H1,10305,0.010964319,0.008173233,0.010396573,0.015070882,0.013607264
H1,10306,0.0163998,0.013460722,0.013310507,0.019148171,0.022087
H1,10307,0.013433276,0.009349266,0.0130975265,0.015937893,0.015989477
H1,10308,0.0122646615,0.011456534,0.012684802,0.017032402,0.018298283
H1,10309,0.0134819895,0.011485105,0.009043777,0.013988635,0.016382782
H1,10310,0.015786558,0.010977386,0.014820127,0.017557696,0.020082712
H1,10311,0.011054141,0.005932239,0.008159846,0.011983378,0.012475889
H1,10312,0.0078054955,0.0020334572,0.0034954823,0.0077544623,0.0091695655
H1,10313,0.013393844,0.0065411706,0.012926713,0.0118710585,0.015449813
H1,10314,0.012110481,0.012413112,0.010960307,0.015632255,0.016560184
H1,10315,0.012872299,0.010518688,0.01144268,0.01221586,0.014536636
H1,10316,0.018553581,0.015863169,0.01506844,0.021764629,0.023718694
H1,10317,0.01084701,0.008777545,0.009283756,0.014194889,0.015951531
H1,10318,0.011954855,0.008471082,0.011048522,0.016319225,0.015536148
H1,10319,0.011682384,0.008100423,0.010157205,0.014540415,0.014760464
H1,10320,0.017362574,0.016139003,0.016290354,0.020336704,0.022455476
H1,10321,0.02070881,0.01918356,0.018881172,0.021845601,0.022761323
H1,10322,0.018284464,0.018024165,0.014072612,0.020069066,0.019432478
H1,10323,0.017181467,0.014144283,0.017183347,0.020068092,0.022280734
H1,10324,0.018103039,0.01738244,0.014088629,0.021405052,0.0221295
H1,10325,0.018838225,0.017360553,0.018231273,0.021954775,0.023974951
H1,10326,0.023222214,0.018969318,0.019646768,0.025656817,0.025191344
H1,10327,0.015368361,0.01330914,0.013646128,0.016852671,0.017298542
H1,10328,0.008216525,0.006619625,0.0076716603,0.009743916,0.010682318
H1,10329,0.012240291,0.0061915945,0.010768963,0.012845669,0.014071194
H1,10330,0.0113362,0.007855628,0.010639511,0.013700955,0.012468265
H1,10331,0.0067622694,0.0027193131,0.008034797,0.00877548,0.0094640795
H1,10332,0.013250316,0.010463161,0.011167157,0.015424715,0.014190339
H1,10333,0.014448956,0.012032749,0.015177652,0.017723763,0.019899353
H1,10334,0.014258023,0.008203123,0.012299707,0.0143776145,0.015725628
H1,10335,0.014908876,0.012425981,0.017543463,0.017735858,0.019499194
H1,10336,0.013871608,0.01101801,0.014198141,0.018868836,0.020604247
H1,10337,0.008202888,0.0038546454,0.00729798,0.009255391,0.009910207
H1,10338,0.011843601,0.008488987,0.010142658,0.012820728,0.015360426
H1,10339,0.008347164,0.0029805612,0.0068394085,0.011116983,0.01486302
H1,10340,0.011287892,0.005808496,0.012620565,0.013497869,0.014455151
H1,10341,0.0077732312,0.003418017,0.0031936786,0.011353744,0.012106065
H1,10342,0.0034168134,0.0019571627,0.0025352861,0.008598814,0.009127336
H1,10343,0.01387755,0.011482796,0.013148624,0.016931625,0.019858263
