
[Name]
inlet

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ]
-7.93734133e-01, -1.12200344e+00, -7.68320337e-02, 5.31132364e+00
-7.93734133e-01, 5.00711381e-01, -2.16717914e-01, 2.61761487e-01
-7.93734133e-01, -6.31356239e-02, -2.08333328e-01, 3.20793247e+00
-7.93734133e-01, -1.01802337e+00, -2.17147440e-01, 5.41155481e+00
-7.93734133e-01, 2.15131760e-01, -2.08333328e-01, 1.23833036e+00
-7.93734133e-01, -9.39300597e-01, -2.10737184e-01, 5.39344263e+00
-7.93734133e-01, -4.49595809e-01, -8.93583596e-02, 4.99324703e+00
-7.93734133e-01, 3.69958162e-01, -1.76409572e-01, 5.04240155e-01
-7.93734133e-01, 1.08296961e-01, -1.66666672e-01, 1.89049399e+00
-7.93734133e-01, -1.71328411e-01, -8.93583596e-02, 3.85437584e+00
-7.93734133e-01, -6.36116505e-01, 1.63583532e-01, 5.27095652e+00
-7.93734133e-01, 1.06938973e-01, -8.93583596e-02, 1.86294115e+00
-7.93734133e-01, -3.05273801e-01, -2.08333328e-01, 4.61459494e+00
-7.93734133e-01, -4.06828970e-01, -1.66666672e-01, 4.91533089e+00
-7.93734133e-01, -1.69970423e-01, -1.66666672e-01, 3.86600041e+00
-7.93734133e-01, -2.70064138e-02, -2.08333328e-01, 2.93189716e+00
-7.93734133e-01, -1.12277734e+00, -3.00553627e-03, 5.29755497e+00
-7.93734133e-01, 2.54884243e-01, -2.08333328e-01, 1.02770925e+00
-7.93734133e-01, 9.42179561e-02, -2.08333328e-01, 2.02186608e+00
-7.93734133e-01, 6.27056301e-01, 5.43044657e-02, 3.32554430e-02
-7.93734133e-01, -9.76759315e-01, 2.16690913e-01, 5.41065693e+00
-7.93734133e-01, -4.48237807e-01, -1.66666672e-01, 5.01500463e+00
-7.93734133e-01, -1.84049428e-01, -2.08333328e-01, 3.99992633e+00
-7.93734133e-01, -7.80919254e-01, -1.17929876e-01, 5.30054617e+00
-7.93734133e-01, 2.63858885e-01, -1.71754092e-01, 9.27125096e-01
-7.93734133e-01, 4.18414652e-01, -2.10570246e-01, 4.16398138e-01
-7.93734133e-01, 3.83294195e-01, -2.10719347e-01, 5.15702546e-01
-7.93734133e-01, -6.19670391e-01, 2.08333328e-01, 5.30573988e+00
-7.93734133e-01, -4.62316811e-01, -2.08333328e-01, 5.08567476e+00
-7.93734133e-01, 1.75379276e-01, -2.08333328e-01, 1.48476017e+00
-7.93734133e-01, 6.43525362e-01, -1.84988573e-01, 3.88343558e-02
-7.93734133e-01, -6.32507145e-01, -1.67067304e-01, 5.26990318e+00
-7.93734133e-01, -1.02888107e-01, -2.08333328e-01, 3.49336720e+00
-7.93734133e-01, -6.14196479e-01, 1.88449752e-02, 5.21628141e+00
-7.93734133e-01, 1.03215665e-01, 8.42913538e-02, 1.89619172e+00
-7.93734133e-01, -1.01077688e+00, -1.12780452e-01, 5.31503677e+00
-7.93734133e-01, -6.55489028e-01, 1.24399036e-01, 5.26266241e+00
-7.93734133e-01, 1.34798616e-01, -2.08333328e-01, 1.75977612e+00
-7.93734133e-01, 9.42179561e-02, 2.08333328e-01, 2.04399586e+00
-7.93734133e-01, 5.36372960e-02, 2.08333328e-01, 2.32297540e+00
-7.93734133e-01, -3.81155491e-01, -2.08333328e-01, 4.89085817e+00
-7.93734133e-01, -1.43468767e-01, -2.08333328e-01, 3.75795817e+00
-7.93734133e-01, -1.75051719e-01, 8.42913538e-02, 3.87459922e+00
-7.93734133e-01, -1.02114391e+00, -8.16522166e-02, 5.30599833e+00
-7.93734133e-01, -4.21736151e-01, -2.08333328e-01, 5.00154161e+00
-7.93734133e-01, -7.81045020e-01, 1.27552986e-01, 5.30452728e+00
-7.93734133e-01, 4.62764382e-01, -1.72121853e-01, 2.59096622e-01
-7.93734133e-01, -2.24630088e-01, 2.08333328e-01, 4.23045921e+00
-7.93734133e-01, -1.84049428e-01, 2.08333328e-01, 4.01080894e+00
-7.93734133e-01, -4.52967316e-01, 8.41100439e-02, 4.99666548e+00
-7.93734133e-01, 6.09884024e-01, -2.13446151e-02, 4.35149558e-02
-7.93734133e-01, 1.06685095e-01, 1.66666672e-01, 1.88902366e+00
-7.93734133e-01, -9.02906835e-01, -2.09935904e-01, 5.39122629e+00
-7.93734133e-01, -5.02897501e-01, 2.08333328e-01, 5.17170763e+00
-7.93734133e-01, -4.62316811e-01, 2.08333328e-01, 5.09366846e+00
-7.93734133e-01, 4.27145004e-01, 1.25000000e-01, 3.15622330e-01
-7.93734133e-01, -6.55489028e-01, -1.25600964e-01, 5.26418734e+00
-7.93734133e-01, -1.71582296e-01, 1.66666672e-01, 3.87152123e+00
-7.93734133e-01, -1.65367182e-02, -1.71903566e-01, 2.80421591e+00
-7.93734133e-01, -7.69245565e-01, 8.11936110e-02, 5.28972244e+00
-7.93734133e-01, -7.19646573e-01, 5.92819648e-03, 5.27060699e+00
-7.93734133e-01, -2.94804096e-01, -1.71903566e-01, 4.52509260e+00
-7.93734133e-01, -4.49849665e-01, 1.66666672e-01, 5.02044582e+00
-7.93734133e-01, -7.85086691e-01, -4.21028659e-02, 5.28624105e+00
-7.93734133e-01, 4.18079793e-02, -1.71462834e-01, 2.37466002e+00
-7.93734133e-01, -5.72641730e-01, -1.71726540e-01, 5.22427464e+00
-7.93734133e-01, -2.36459404e-01, -1.71462834e-01, 4.25006771e+00
-7.93734133e-01, -5.14726758e-01, -1.71462834e-01, 5.14902782e+00
-7.93734133e-01, 4.60272074e-01, -2.08333328e-01, 3.17305535e-01
-7.93734133e-01, -7.55354881e-01, 1.82998031e-01, 5.32933807e+00
-7.93734133e-01, 5.83085656e-01, 1.25207826e-01, 7.87182599e-02
-7.93734133e-01, -7.47150779e-01, -2.13106200e-01, 5.36419106e+00
-7.93734133e-01, -7.81970501e-01, -1.83178023e-01, 5.33425903e+00
-7.93734133e-01, -7.39726067e-01, -1.66600689e-01, 5.31573009e+00
-7.93734133e-01, 2.95326859e-01, 2.08333328e-01, 8.26705456e-01
-7.93734133e-01, 1.30566359e-02, 2.08333328e-01, 2.62668300e+00
-7.93734133e-01, -1.12301493e+00, -1.91871077e-01, 5.41373348e+00
-7.93734133e-01, 5.45792818e-01, 1.43645436e-01, 1.22343197e-01
-7.93734133e-01, 5.71799874e-01, 1.70940176e-01, 1.11222729e-01
-7.93734133e-01, -2.65210748e-01, 2.08333328e-01, 4.42665720e+00
-7.93734133e-01, -8.90722275e-01, -1.24310195e-01, 5.31068897e+00
-7.93734133e-01, -1.05273092e+00, -2.19746456e-01, 5.43183374e+00
-7.93734133e-01, -5.43478131e-01, 2.08333328e-01, 5.23598719e+00
-7.93734133e-01, -9.49284732e-01, -1.29807696e-01, 5.31688738e+00
-7.93734133e-01, -8.13304305e-01, -1.71846613e-01, 5.33059883e+00
-7.93734133e-01, 4.43708539e-01, 1.66666672e-01, 2.95324475e-01
-7.93734133e-01, 4.20519590e-01, 2.08333328e-01, 4.09527212e-01
-7.93734133e-01, 4.60522175e-01, 2.05723926e-01, 3.18107039e-01
-7.93734133e-01, 5.75067878e-01, -2.13687390e-01, 1.54700160e-01
-7.93734133e-01, 6.27361655e-01, 1.59259051e-01, 4.95333076e-02
-7.93734133e-01, -6.91307664e-01, 1.65464744e-01, 5.29904413e+00
-7.93734133e-01, 6.47310913e-01, -4.00195010e-02, 1.96089875e-02
-7.93734133e-01, 4.32172894e-01, 8.81160945e-02, 2.89885193e-01
-7.93734133e-01, -1.12298393e+00, 1.90263912e-01, 5.41073370e+00
-7.93734133e-01, 6.33114219e-01, 1.14597708e-01, 3.41929756e-02
-7.93734133e-01, 5.38759172e-01, 1.13818973e-01, 1.21252157e-01
-7.93734133e-01, 6.05518699e-01, 1.93607494e-01, 8.99979994e-02
-7.93734133e-01, -1.11492014e+00, -3.68589833e-02, 5.30091143e+00
-7.93734133e-01, -9.26095784e-01, -1.69871792e-01, 5.33842134e+00
-7.93734133e-01, 4.38177377e-01, -1.83135062e-01, 3.18992019e-01
-7.93734133e-01, -6.78574443e-01, 8.26322138e-02, 5.26249743e+00
-7.93734133e-01, -6.98558629e-01, 4.30503637e-02, 5.26555967e+00
-7.93734133e-01, -5.98674774e-01, 4.66277674e-02, 5.20624304e+00
-7.93734133e-01, -7.80166507e-01, -2.20449716e-01, 5.39364338e+00
-7.93734133e-01, -7.68934906e-01, -1.47062838e-01, 5.31036949e+00
-7.93734133e-01, -9.69575047e-01, -8.61378238e-02, 5.30473566e+00
-7.93734133e-01, -7.13875473e-01, -1.26802891e-01, 5.29072523e+00
-7.93734133e-01, -6.68739855e-01, -2.08934292e-01, 5.34375525e+00
-7.93734133e-01, -7.09811211e-01, -2.08408803e-01, 5.35560036e+00
-7.93734133e-01, -8.25989902e-01, -1.44130617e-01, 5.31746340e+00
-7.93734133e-01, -8.95867348e-01, -8.41346756e-03, 5.29119444e+00
-7.93734133e-01, 4.85454291e-01, 1.66058511e-01, 2.18882188e-01
-7.93734133e-01, -7.76041985e-01, -1.17719860e-03, 5.28260612e+00
-7.93734133e-01, -8.38723123e-01, -6.00961968e-03, 5.28902721e+00
-7.93734133e-01, -9.19470370e-01, -1.29807696e-01, 5.31450129e+00
-7.93734133e-01, -1.11730111e+00, -2.18449518e-01, 5.48632288e+00
-7.93734133e-01, 5.12222469e-01, 1.36778608e-01, 1.63026497e-01
-7.93734133e-01, 4.15880650e-01, 6.51524067e-02, 3.28147233e-01
-7.93734133e-01, -5.79917908e-01, -2.08333328e-01, 5.27822876e+00
-7.93734133e-01, -6.09525204e-01, -2.08533660e-01, 5.30271482e+00
-7.93734133e-01, -8.34996343e-01, -2.50000000e-01, 5.41973162e+00
-7.93734133e-01, 6.48176819e-02, -2.08333328e-01, 2.28017020e+00
-7.93734133e-01, -9.96460617e-01, -9.13506076e-02, 5.30741596e+00
-7.93734133e-01, 6.38468087e-01, -2.19417736e-01, 9.42971334e-02
-7.93734133e-01, 3.57578158e-01, 2.50000000e-01, 6.19689703e-01
-7.93734133e-01, -7.79060602e-01, 2.04586178e-01, 5.36741686e+00
-7.93734133e-01, -2.13449702e-01, -2.08333328e-01, 4.18833494e+00
-7.93734133e-01, -1.11678350e+00, 2.18950316e-01, 5.48223162e+00
-7.93734133e-01, -8.74748826e-01, 2.50000000e-01, 5.44100809e+00
-7.93734133e-01, -7.98221111e-01, -8.30643475e-02, 5.29335737e+00
-7.93734133e-01, 6.75598025e-01, -1.34615391e-01, 6.26250729e-03
-7.93734133e-01, -1.15301621e+00, -1.34615391e-01, 5.34557581e+00
-7.93734133e-01, -7.43068695e-01, 1.22596152e-01, 5.29637671e+00
-7.93734133e-01, -7.52616525e-01, 1.60451978e-01, 5.31149054e+00
-7.93734133e-01, 3.33384015e-02, -2.03128666e-01, 2.48526859e+00
-7.93734133e-01, 6.01713359e-03, -2.08333328e-01, 2.68705058e+00
-7.93734133e-01, -4.91717100e-01, -2.08333328e-01, 5.15874815e+00
-7.93734133e-01, -9.21436906e-01, -1.41318161e-02, 5.29191208e+00
-7.93734133e-01, -8.81374240e-01, -8.97435918e-02, 5.30071688e+00
-7.93734133e-01, -2.72250235e-01, -2.08333328e-01, 4.46232033e+00
-7.93734133e-01, -2.44928986e-01, -2.03128666e-01, 4.33005524e+00
-7.93734133e-01, -3.57966542e-01, 2.50000000e-01, 4.85971594e+00
-7.93734133e-01, -7.96991587e-02, 2.50000000e-01, 3.36522889e+00
-7.93734133e-01, -8.34996343e-01, 2.50000000e-01, 5.41591501e+00
-7.93734133e-01, 1.98568225e-01, 2.50000000e-01, 1.39585912e+00
-7.93734133e-01, -5.50517619e-01, -2.08333328e-01, 5.24094200e+00
-7.93734133e-01, -5.23196340e-01, -2.03128666e-01, 5.19608021e+00
-7.93734133e-01, 6.43960476e-01, -2.12108507e-03, 1.99111197e-02
-7.93734133e-01, -8.16672921e-01, -4.65745218e-02, 5.28987885e+00
-7.93734133e-01, 6.75598025e-01, -9.61538479e-02, 5.91233606e-03
-7.93734133e-01, -7.13875473e-01, 1.23197116e-01, 5.28859901e+00
-7.93734133e-01, -9.14501309e-01, 2.50000000e-01, 5.44424820e+00
-7.93734133e-01, -1.15301621e+00, 1.34615391e-01, 5.34554625e+00
-7.93734133e-01, -7.59218156e-01, 3.88621762e-02, 5.28172445e+00
-7.93734133e-01, -7.98367620e-01, -1.48734003e-01, 5.31457806e+00
-7.93734133e-01, 5.78864038e-01, 2.15851411e-01, 1.56735063e-01
-7.93734133e-01, -7.15738893e-01, 2.50000000e-01, 5.38656855e+00
-7.93734133e-01, 6.37980938e-01, 2.01394781e-01, 6.26205429e-02
-7.93734133e-01, -9.40174818e-01, -8.73397440e-02, 5.30252218e+00
-7.93734133e-01, -6.59675241e-01, 2.01145425e-01, 5.32422352e+00
-7.93734133e-01, 6.40849411e-01, 8.20951909e-02, 2.53111869e-02
-7.93734133e-01, -8.18100393e-01, -1.14912547e-01, 5.30382204e+00
-7.93734133e-01, -6.40859187e-01, -2.03304693e-01, 5.30660343e+00
-7.93734133e-01, 3.97330642e-01, 2.50000000e-01, 5.33784807e-01
-7.93734133e-01, -8.52595091e-01, -8.87419879e-02, 5.29855585e+00
-7.93734133e-01, -1.15301621e+00, -9.61538479e-02, 5.31970406e+00
-7.93734133e-01, -1.15301621e+00, 9.61538479e-02, 5.31913185e+00
-7.93734133e-01, 5.23096800e-01, 1.71481594e-01, 1.65279374e-01
-7.93734133e-01, -9.31892991e-01, -4.72756475e-02, 5.29507303e+00
-7.93734133e-01, -1.15301621e+00, 5.76923080e-02, 5.30510473e+00
-7.93734133e-01, -9.54253793e-01, -2.50000000e-01, 5.42943239e+00
-7.93734133e-01, -3.97719026e-01, 2.50000000e-01, 4.96488810e+00
-7.93734133e-01, -1.19451642e-01, 2.50000000e-01, 3.65540051e+00
-7.93734133e-01, 1.58815742e-01, 2.50000000e-01, 1.63685858e+00
-7.93734133e-01, 1.58815742e-01, -2.50000000e-01, 1.64213943e+00
-7.93734133e-01, -1.15301621e+00, 1.92307699e-02, 5.29858828e+00
-7.93734133e-01, -7.95243859e-01, -2.50000000e-01, 5.43272543e+00
-7.93734133e-01, -1.19451642e-01, -2.50000000e-01, 3.65475774e+00
-7.93734133e-01, 1.19063258e-01, -2.50000000e-01, 1.90600872e+00
-7.93734133e-01, 3.17825675e-01, 2.50000000e-01, 7.54894972e-01
-7.93734133e-01, 6.07963562e-01, 2.20886752e-01, 1.32674441e-01
-7.93734133e-01, -3.97719026e-01, -2.50000000e-01, 4.96767950e+00
-7.93734133e-01, -1.59204125e-01, -2.50000000e-01, 3.90582275e+00
-7.93734133e-01, 3.97330642e-01, -2.50000000e-01, 5.36891401e-01
-7.93734133e-01, 1.98568225e-01, -2.50000000e-01, 1.38278091e+00
-7.93734133e-01, 7.93107748e-02, 2.50000000e-01, 2.20429254e+00
-7.93734133e-01, -3.18214059e-01, -2.50000000e-01, 4.73211718e+00
-7.93734133e-01, -3.99466753e-02, -2.50000000e-01, 3.07867980e+00
-7.93734133e-01, 2.38320708e-01, -2.50000000e-01, 1.15065742e+00
-7.93734133e-01, -7.96991587e-02, -2.50000000e-01, 3.37567925e+00
-7.93734133e-01, 4.99704778e-01, 2.05952570e-01, 2.38666013e-01
-7.93734133e-01, -4.37471509e-01, -2.50000000e-01, 5.07121897e+00
-7.93734133e-01, -3.57966542e-01, -2.50000000e-01, 4.86980534e+00
-7.93734133e-01, -1.98956609e-01, 2.50000000e-01, 4.14897537e+00
-7.93734133e-01, -9.94006276e-01, -2.50000000e-01, 5.44168425e+00
-7.93734133e-01, -7.36546814e-01, 8.10296461e-02, 5.28337812e+00
-7.93734133e-01, -4.77223992e-01, 2.50000000e-01, 5.16757298e+00
-7.93734133e-01, 6.45762146e-01, 2.95792483e-02, 1.92999300e-02
-7.93734133e-01, -7.79508471e-01, 1.64262816e-01, 5.32293987e+00
-7.93734133e-01, -8.74748826e-01, -2.50000000e-01, 5.43284988e+00
-7.93734133e-01, 3.17825675e-01, -2.50000000e-01, 7.67019391e-01
-7.93734133e-01, 5.16588092e-01, -2.50000000e-01, 2.61591762e-01
-7.93734133e-01, -9.10774529e-01, -8.85416716e-02, 5.30159378e+00
-7.93734133e-01, 1.19063258e-01, 2.50000000e-01, 1.90504980e+00
-7.93734133e-01, -3.18214059e-01, 2.50000000e-01, 4.72648001e+00
-7.93734133e-01, -3.99466753e-02, 2.50000000e-01, 3.07203794e+00
-7.93734133e-01, 4.37083125e-01, -2.50000000e-01, 4.44161415e-01
-7.93734133e-01, 2.38320708e-01, 2.50000000e-01, 1.16399491e+00
-7.93734133e-01, -9.14501309e-01, -2.50000000e-01, 5.43836164e+00
-7.93734133e-01, 5.38486302e-01, 2.10264117e-01, 1.90068409e-01
-7.93734133e-01, -1.59204125e-01, 2.50000000e-01, 3.91191220e+00
-7.93734133e-01, -2.38709092e-01, 2.50000000e-01, 4.35384321e+00
-7.93734133e-01, 3.95582914e-02, 2.50000000e-01, 2.48595214e+00
-7.93734133e-01, -5.16976476e-01, 2.50000000e-01, 5.25119019e+00
-7.93734133e-01, -4.37471509e-01, 2.50000000e-01, 5.07048178e+00
-7.93734133e-01, 4.76835608e-01, -2.50000000e-01, 3.65138531e-01
-7.93734133e-01, 3.57578158e-01, -2.50000000e-01, 6.38171494e-01
-7.93734133e-01, -7.95243859e-01, 2.50000000e-01, 5.41103935e+00
-7.93734133e-01, 2.78073192e-01, -2.50000000e-01, 9.43188369e-01
-7.93734133e-01, -1.03375876e+00, -2.50000000e-01, 5.45870829e+00
-7.93734133e-01, -9.02906835e-01, -4.96794917e-02, 5.29449272e+00
-7.93734133e-01, -7.15738893e-01, -2.50000000e-01, 5.37948990e+00
-7.93734133e-01, -7.55491376e-01, 2.50000000e-01, 5.40310144e+00
-7.93734133e-01, -2.78461576e-01, 2.50000000e-01, 4.54977465e+00
-7.93734133e-01, -1.94191933e-04, 2.50000000e-01, 2.76802802e+00
-7.93734133e-01, 2.78073192e-01, 2.50000000e-01, 9.48615074e-01
-7.93734133e-01, -5.56728959e-01, 2.50000000e-01, 5.28771210e+00
-7.93734133e-01, -1.07351124e+00, 2.50000000e-01, 5.46214294e+00
-7.93734133e-01, -7.48267412e-01, 6.21903175e-03, 5.27770376e+00
-7.93734133e-01, -1.07351124e+00, -2.50000000e-01, 5.47268295e+00
-7.93734133e-01, 4.37083125e-01, 2.50000000e-01, 4.47400093e-01
-7.93734133e-01, 5.56340575e-01, -2.50000000e-01, 2.03471899e-01
-7.93734133e-01, 6.75598025e-01, 1.34615391e-01, 9.40750260e-03
-7.93734133e-01, -6.75986409e-01, 2.50000000e-01, 5.36632156e+00
-7.93734133e-01, -8.25744152e-01, -7.76837319e-02, 5.29493570e+00
-7.93734133e-01, -1.94191933e-04, -2.50000000e-01, 2.78091526e+00
-7.93734133e-01, -1.03375876e+00, 2.50000000e-01, 5.44247770e+00
-7.93734133e-01, -2.78461576e-01, -2.50000000e-01, 4.54720449e+00
-7.93734133e-01, -6.64732277e-01, 1.56214654e-01, 5.28276968e+00
-7.93734133e-01, -6.84682250e-01, 1.23798072e-01, 5.27741766e+00
-7.93734133e-01, 7.93107748e-02, -2.50000000e-01, 2.19601202e+00
-7.93734133e-01, -8.65024328e-01, -1.23557262e-02, 5.29036808e+00
-7.93734133e-01, 6.75598025e-01, -1.92307699e-02, 4.04035719e-03
-7.93734133e-01, -1.15301621e+00, -1.73076928e-01, 5.39000702e+00
-7.93734133e-01, -1.98956609e-01, -2.50000000e-01, 4.14027166e+00
-7.93734133e-01, -1.15301621e+00, -5.76923080e-02, 5.30586004e+00
-7.93734133e-01, -9.54253793e-01, 2.50000000e-01, 5.44086409e+00
-7.93734133e-01, -1.15301621e+00, 1.73076928e-01, 5.38933897e+00
-7.93734133e-01, -4.77223992e-01, -2.50000000e-01, 5.16219091e+00
-7.93734133e-01, -8.74231219e-01, -4.85777296e-02, 5.29360437e+00
-7.93734133e-01, -5.96481442e-01, 2.50000000e-01, 5.31483126e+00
-7.93734133e-01, -1.15301621e+00, -1.92307699e-02, 5.29870510e+00
-7.93734133e-01, -7.07664192e-01, 8.19310918e-02, 5.27447844e+00
-7.93734133e-01, 6.75598025e-01, 1.92307699e-02, 4.06028563e-03
-7.93734133e-01, -6.75986409e-01, -2.50000000e-01, 5.38441801e+00
-7.93734133e-01, 6.35845542e-01, 2.50000000e-01, 1.20276429e-01
-7.93734133e-01, 5.96093059e-01, -2.50000000e-01, 1.67685986e-01
-7.93734133e-01, -7.55491376e-01, -2.50000000e-01, 5.41198587e+00
-7.93734133e-01, 6.75598025e-01, 9.61538479e-02, 7.67107541e-03
-7.93734133e-01, -7.28854656e-01, 4.34916802e-02, 5.27509451e+00
-7.93734133e-01, -9.94006276e-01, 2.50000000e-01, 5.44521332e+00
-7.93734133e-01, -8.45555604e-01, -4.74759638e-02, 5.29190207e+00
-7.93734133e-01, -5.96481442e-01, -2.50000000e-01, 5.31901836e+00
-7.93734133e-01, 6.75598025e-01, -1.73076928e-01, 7.38350675e-03
-7.93734133e-01, -5.56728959e-01, -2.50000000e-01, 5.29063272e+00
-7.93734133e-01, 6.75598025e-01, -2.11538464e-01, 1.89311784e-02
-7.93734133e-01, 6.75598025e-01, 2.11538464e-01, 3.19651701e-02
-7.93734133e-01, 6.75598025e-01, 1.73076928e-01, 1.22624785e-02
-7.93734133e-01, 4.76835608e-01, 2.50000000e-01, 3.52360487e-01
-7.93734133e-01, -1.15301621e+00, 2.11538464e-01, 5.47257233e+00
-7.93734133e-01, -6.36233926e-01, 2.50000000e-01, 5.34975958e+00
-7.93734133e-01, -1.15301621e+00, -2.11538464e-01, 5.47565651e+00
-7.93734133e-01, 6.75598025e-01, 5.76923080e-02, 8.07608012e-03
-7.93734133e-01, 5.96093059e-01, 2.50000000e-01, 1.82480454e-01
-7.93734133e-01, 6.75598025e-01, 2.50000000e-01, 4.65612337e-02
-7.93734133e-01, 5.56340575e-01, 2.50000000e-01, 2.02031076e-01
-7.93734133e-01, 6.75598025e-01, -5.76923080e-02, 4.89585567e-03
-7.93734133e-01, -6.36233926e-01, -2.50000000e-01, 5.34983301e+00
-7.93734133e-01, 3.95582914e-02, -2.50000000e-01, 2.50192094e+00
-7.93734133e-01, -2.38709092e-01, -2.50000000e-01, 4.34391689e+00
-7.93734133e-01, -5.16976476e-01, -2.50000000e-01, 5.23892879e+00
-7.93734133e-01, 5.16588092e-01, 2.50000000e-01, 2.45251536e-01
-7.93734133e-01, -1.11326373e+00, -2.50000000e-01, 5.50394249e+00
-7.93734133e-01, -1.15301621e+00, -2.50000000e-01, 5.54371929e+00
-7.93734133e-01, -1.11326373e+00, 2.50000000e-01, 5.49836540e+00
-7.93734133e-01, -1.15301621e+00, 2.50000000e-01, 5.55201578e+00
-7.93734133e-01, 6.75598025e-01, -2.50000000e-01, 3.96923833e-02
-7.93734133e-01, 6.35845542e-01, -2.50000000e-01, 1.20759107e-01
-7.50980437e-01, -1.15301621e+00, -1.09624460e-01, 5.32364750e+00
-7.47302413e-01, -1.15301621e+00, -2.02239826e-01, 5.42637730e+00
-7.48528779e-01, -1.15301621e+00, 1.15802072e-01, 5.32406712e+00
-7.45894790e-01, -1.15301621e+00, 1.58620760e-01, 5.35938931e+00
-7.60568202e-01, -1.15301621e+00, 3.35208438e-02, 5.29765892e+00
-7.61748075e-01, -1.15301621e+00, -2.17439933e-03, 5.29576969e+00
-7.65226960e-01, -1.15301621e+00, -4.00077961e-02, 5.29983950e+00
-7.62527883e-01, -1.15301621e+00, -1.55504897e-01, 5.36108923e+00
-7.68013299e-01, -1.15301621e+00, -7.34143332e-02, 5.30966091e+00
-7.53362060e-01, -1.15301621e+00, 7.35679492e-02, 5.30622768e+00
-7.64914274e-01, -1.15301621e+00, 1.96596786e-01, 5.41344929e+00
-7.53643394e-01, -1.15301621e+00, -2.50000000e-01, 5.51228094e+00
-7.53643394e-01, -1.15301621e+00, 2.50000000e-01, 5.51751184e+00
5.61445773e-01, -1.15301621e+00, -7.64556676e-02, 3.96224678e-01
6.09441280e-01, -1.15301621e+00, -9.61538479e-02, 9.46289524e-02
6.09441280e-01, -1.15301621e+00, -5.76923080e-02, 8.51493180e-02
-7.49628186e-01, -1.15301621e+00, 2.18478516e-01, 5.45975590e+00
-1.86467767e-02, -1.15301621e+00, 0.00000000e+00, 3.97722340e+00
2.46456414e-02, -1.15301621e+00, 0.00000000e+00, 3.78442574e+00
1.95540418e-03, -1.15301621e+00, 4.16666679e-02, 3.88607860e+00
-2.78679669e-01, -1.15301621e+00, 4.16666679e-02, 4.80111551e+00
-2.99281836e-01, -1.15301621e+00, 0.00000000e+00, 4.84540319e+00
-2.55989432e-01, -1.15301621e+00, 0.00000000e+00, 4.74750662e+00
2.84898967e-01, -1.15301621e+00, 4.14329581e-02, 2.35944486e+00
2.61988312e-01, -1.15301621e+00, 0.00000000e+00, 2.49618030e+00
3.08760852e-01, -1.15301621e+00, 0.00000000e+00, 2.18244362e+00
-6.60098374e-01, -1.15301621e+00, 5.05952351e-02, 5.26960230e+00
-7.16444433e-01, -1.15301621e+00, 4.68205959e-02, 5.29041910e+00
-6.86155796e-01, -1.15301621e+00, 5.55858482e-03, 5.27600908e+00
-6.30865514e-01, -1.15301621e+00, 8.81410018e-03, 5.24778938e+00
-5.89290679e-01, -1.15301621e+00, 1.45250857e-01, 5.25467634e+00
-5.45758545e-01, -1.15301621e+00, 1.28596768e-01, 5.21041107e+00
-5.60052037e-01, -1.15301621e+00, 1.74838647e-01, 5.25082445e+00
4.83404636e-01, -1.15301621e+00, 1.24303587e-01, 9.92302239e-01
5.25501311e-01, -1.15301621e+00, 1.55048072e-01, 6.88273311e-01
4.78589594e-01, -1.15301621e+00, 1.71474352e-01, 1.05875993e+00
-7.02648699e-01, -1.15301621e+00, -9.09975916e-02, 5.29905081e+00
-7.36390948e-01, -1.15301621e+00, -6.35932609e-02, 5.30029345e+00
-4.71829623e-01, -1.15301621e+00, 1.65651157e-01, 5.15686798e+00
-4.93500501e-01, -1.15301621e+00, 1.28256693e-01, 5.16094637e+00
-4.47000593e-01, -1.15301621e+00, 1.24979213e-01, 5.10487938e+00
6.09441280e-01, -1.15301621e+00, 9.61538479e-02, 9.01487470e-02
6.09441280e-01, -1.15301621e+00, 1.34615391e-01, 8.88702646e-02
5.65619051e-01, -1.15301621e+00, 1.21858008e-01, 3.60133290e-01
4.98774171e-01, -1.15301621e+00, -1.58920996e-02, 8.69782448e-01
4.50748831e-01, -1.15301621e+00, 1.60256028e-03, 1.19634783e+00
4.59101051e-01, -1.15301621e+00, -4.80769277e-02, 1.14496744e+00
-5.82078278e-01, -1.15301621e+00, 1.35584306e-02, 5.21795702e+00
-5.99858999e-01, -1.15301621e+00, -2.44779401e-02, 5.22952318e+00
4.66618061e-01, -1.15301621e+00, -9.85576957e-02, 1.09955442e+00
4.75728869e-01, -1.15301621e+00, -1.47171780e-01, 1.05990708e+00
5.18202305e-01, -1.15301621e+00, -1.09184593e-01, 7.26113856e-01
5.07752836e-01, -1.15301621e+00, -6.52377158e-02, 7.97667742e-01
5.42036772e-01, -1.15301621e+00, -3.21180597e-02, 5.37432969e-01
-4.20330316e-02, -1.15301621e+00, 4.16666679e-02, 4.07428885e+00
5.65592051e-01, -1.15301621e+00, 7.81250000e-02, 3.59545082e-01
6.09441280e-01, -1.15301621e+00, 5.76923080e-02, 7.78934807e-02
-3.22668105e-01, -1.15301621e+00, 4.16666679e-02, 4.89119577e+00
2.38602057e-01, -1.15301621e+00, 4.16666679e-02, 2.63192844e+00
-4.12038147e-01, -1.15301621e+00, -1.66744292e-01, 5.07758093e+00
-3.75824124e-01, -1.15301621e+00, -1.31696433e-01, 5.00854778e+00
