unique_id,ds,RNN,RNN-lo-90,RNN-lo-80,RNN-hi-80,RNN-hi-90
H1,8256,0.03559882,0.021871874,0.025972363,0.04292964,0.047088493
H1,8257,0.02782771,0.026097752,0.027271923,0.037990857,0.042690475
H1,8258,0.025785804,0.015225754,0.02706467,0.036876604,0.0393445
H1,8259,0.011668086,0.0044865757,0.009568993,0.013207846,0.012557877
H1,8260,0.011095038,0.001931272,-0.0033052685,0.010340325,0.014911602
H1,8261,-0.0007201554,-0.006958139,-0.007356175,-0.004489843,0.002975829
H1,8262,0.015452465,0.006747748,0.0079429,0.023481864,0.024547927
H1,8263,-0.000217285,-0.0097332625,-0.00063365046,0.008480534,0.0019434313
H1,8264,0.014954178,-0.0033514695,0.0044653155,0.022253646,0.018968578
H1,8265,0.008675815,-0.0028692791,0.0023287027,0.014802789,0.010063511
H1,8266,0.008658275,-0.004511426,0.0047463872,0.012935467,0.010350624
H1,8267,-0.0090704085,-0.013663826,-0.0110749705,-0.0046517663,0.0018294831
H1,8268,-0.008048165,-0.0063662203,-0.0071404194,0.005793622,0.004454419
H1,8269,-0.004256841,-0.0070474492,-0.010691547,-0.0018892158,0.002891187
H1,8270,-0.01486433,-0.016915645,-0.015608554,-0.012001117,-0.01072655
H1,8271,-0.00990056,-0.019469764,-0.013172642,-0.00943669,-0.00608031
H1,8272,0.0003113225,-0.0067526726,-0.0033022724,0.0028520734,0.0061818073
H1,8273,0.010004625,-0.0012823427,0.004914311,0.0027937843,0.014618065
H1,8274,-0.007958035,-0.016037963,-0.011335579,-0.007763733,-0.0071911
H1,8275,-0.0045555755,-0.014048659,-0.007914175,0.0011135647,0.003525755
H1,8276,-0.008816249,-0.01683323,-0.015087322,-0.010931692,-0.0073623387
H1,8277,-0.0031501194,-0.012949455,-0.0063974867,-0.0007017143,-0.00021435414
H1,8278,-0.0022297911,-0.008298234,-0.004671747,-0.00033521373,0.002514969
H1,8279,-0.015297159,-0.024030935,-0.02399481,-0.0145620825,-0.011560929
H1,8280,-0.024642128,-0.02893956,-0.027764298,-0.018975738,-0.017703198
H1,8281,0.0020931591,-0.0068427855,-0.0020813216,0.0043175737,0.005301464
H1,8282,-0.016819473,-0.022858344,-0.013915614,-0.012534301,-0.0075206934
H1,8283,-0.010282538,-0.027062614,-0.0141778,-0.011118279,-0.0120383045
H1,8284,-0.01665517,-0.024881713,-0.021716475,-0.012232675,-0.012102709
H1,8285,-0.008524745,-0.01944675,-0.016927961,-0.0080418,-0.0015448211
H1,8286,-0.01920658,-0.025900811,-0.019389607,-0.016712531,-0.01627019
H1,8287,-0.01704451,-0.023575831,-0.019626759,-0.02337626,-0.013002456
H1,8288,-0.010109101,-0.015202845,-0.018623527,-0.009454896,-0.010765498
H1,8289,-0.028333642,-0.03382263,-0.02856857,-0.026791587,-0.026285648
H1,8290,-0.015065641,-0.022008944,-0.02809177,-0.011459724,-0.0021176161
H1,8291,-5.5288896e-05,-0.00852711,-0.0032513551,0.0027458677,0.0040806807
H1,8292,-0.022610117,-0.028899021,-0.020612944,-0.018103942,-0.017173637
H1,8293,-0.003928839,-0.014747147,-0.01047721,-0.0054042498,-0.0016604504
H1,8294,0.0029140161,-0.0048734564,-0.003387019,0.008165359,0.0054633296
H1,8295,-0.0025826124,-0.010189329,-0.010886329,0.00029428676,0.0021423344
H1,8296,-0.021688327,-0.024007555,-0.02419947,-0.018971749,-0.018988334
H1,8297,-0.023905553,-0.035091326,-0.031192739,-0.020535484,-0.019738313
H1,8298,-0.016994245,-0.019810911,-0.017883256,-0.012345579,-0.013070903
H1,8299,-0.028927486,-0.034673262,-0.038691364,-0.029819775,-0.018184017
H1,8300,-0.0012481185,-0.015462837,-0.00459658,-0.00042850804,0.006672787
H1,8301,-0.016212989,-0.027227864,-0.020650376,-0.016322277,-0.012313143
H1,8302,-0.020330809,-0.02567362,-0.023186266,-0.016600493,-0.008711207
H1,8303,-0.01831694,-0.02070735,-0.033439487,-0.018759679,-0.012891562
H1,8304,-0.010245829,-0.01728671,-0.017229497,-0.01175003,-0.0054059653
H1,8305,-0.034110982,-0.03793827,-0.03834965,-0.02833198,-0.030272406
H1,8306,-0.029415835,-0.03324202,-0.02921066,-0.026449572,-0.025068212
H1,8307,-0.01892142,-0.023103107,-0.02175704,-0.016621493,-0.01666414
H1,8308,-0.010044408,-0.022120968,-0.024211992,-0.004910036,-0.00968109
H1,8309,-0.026667722,-0.029593825,-0.03312595,-0.024558697,-0.024911977
H1,8310,-0.029732082,-0.03189773,-0.029816099,-0.02748479,-0.024489857
H1,8311,-0.024855487,-0.029719185,-0.026660837,-0.018991958,-0.02255825
H1,8312,-0.03869238,-0.047009777,-0.041797403,-0.038022205,-0.034125686
H1,8313,-0.034070622,-0.03867618,-0.03933497,-0.03122111,-0.03562352
H1,8314,-0.031984963,-0.04054945,-0.035424337,-0.02675537,-0.025542166
H1,8315,-0.031685337,-0.035940308,-0.03478006,-0.028919794,-0.03039831
H1,8316,-0.030617755,-0.034371134,-0.035693355,-0.027329978,-0.019900925
H1,8317,-0.038239006,-0.042934183,-0.03828331,-0.03838879,-0.031055138
H1,8318,-0.025994718,-0.035101473,-0.031849343,-0.01831356,-0.02528797
H1,8319,-0.028039347,-0.03531197,-0.029212564,-0.031018592,-0.024954282
H1,8320,-0.024905905,-0.029067814,-0.028084546,-0.023165159,-0.019401077
H1,8321,-0.030501392,-0.031044666,-0.033835944,-0.025871135,-0.025296688
H1,8322,-0.04018141,-0.048630573,-0.040244896,-0.038784802,-0.034114495
H1,8323,-0.03335248,-0.03756843,-0.040831212,-0.034050778,-0.03367982
H1,8324,-0.025429733,-0.032017633,-0.028766736,-0.022287287,-0.020633545
H1,8325,-0.030058142,-0.033389345,-0.033858996,-0.02479687,-0.027461722
H1,8326,-0.04591128,-0.04949498,-0.04612296,-0.042855106,-0.040856015
H1,8327,-0.04789806,-0.049055148,-0.051565483,-0.045396406,-0.03990297
H1,8328,-0.036852866,-0.044850204,-0.039170805,-0.039538782,-0.03657608
H1,8329,-0.04437225,-0.04816438,-0.046469327,-0.03689324,-0.033459205
H1,8330,-0.03600437,-0.03845526,-0.038982797,-0.031037826,-0.03234552
H1,8331,-0.03929349,-0.048715744,-0.04484231,-0.035869908,-0.034929693
H1,8332,-0.035645664,-0.040262703,-0.03565528,-0.030469995,-0.028663546
H1,8333,-0.036024913,-0.042098645,-0.039144024,-0.03438781,-0.034455523
H1,8334,-0.03327455,-0.03721148,-0.038798027,-0.02800925,-0.03216008
H1,8335,-0.06016073,-0.06548523,-0.0624406,-0.05577821,-0.05221703
H1,8336,-0.040587537,-0.048423436,-0.03935832,-0.037209168,-0.030161731
H1,8337,-0.052512944,-0.06134213,-0.055935834,-0.052332707,-0.051686313
H1,8338,-0.036409657,-0.04010423,-0.036636695,-0.035972945,-0.035180714
H1,8339,-0.049082678,-0.051262032,-0.05127144,-0.045726974,-0.04587714
H1,8340,-0.051578417,-0.06473536,-0.053925265,-0.051810708,-0.04539259
H1,8341,-0.046414826,-0.049543794,-0.049444437,-0.04274444,-0.045335706
H1,8342,-0.047444575,-0.047528695,-0.051406242,-0.045532804,-0.043235675
H1,8343,-0.044833094,-0.053911347,-0.048035875,-0.04136564,-0.042104524
H1,8344,-0.03854496,-0.038382538,-0.041118372,-0.02937394,-0.028070666
H1,8345,-0.048388407,-0.05351297,-0.0480086,-0.04496819,-0.046379235
H1,8346,-0.05991407,-0.06207074,-0.060175214,-0.05509467,-0.055900786
H1,8347,-0.053436246,-0.057384443,-0.055635784,-0.049557853,-0.049245402
H1,8348,-0.043884035,-0.047960665,-0.045180745,-0.042051367,-0.03725172
H1,8349,-0.05152927,-0.058522616,-0.053255174,-0.04896374,-0.047668755
H1,8350,-0.04702116,-0.049883366,-0.051043484,-0.045354683,-0.045787122
H1,8351,-0.05428644,-0.057608787,-0.060319457,-0.05300245,-0.05028236
H1,8352,-0.053132262,-0.05731294,-0.056976493,-0.055643518,-0.05543888
H1,8353,-0.048209563,-0.05211007,-0.053418826,-0.044135418,-0.04364939
H1,8354,-0.047773633,-0.050683778,-0.050303016,-0.045404933,-0.040541418
H1,8355,-0.05103315,-0.056683447,-0.05309927,-0.0478109,-0.04784108
H1,8356,-0.050950482,-0.054609302,-0.052227445,-0.05021076,-0.051294312
H1,8357,-0.061041873,-0.060266677,-0.06647743,-0.06199627,-0.061916742
H1,8358,-0.056400213,-0.06409921,-0.054425243,-0.055702668,-0.05833217
H1,8359,-0.05665971,-0.07006322,-0.063828826,-0.061075304,-0.053456392
H1,8360,-0.06154019,-0.06382069,-0.064118385,-0.056889314,-0.05247801
H1,8361,-0.067541465,-0.070940435,-0.069820076,-0.060867462,-0.06392409
H1,8362,-0.052929457,-0.05643962,-0.057947893,-0.05416553,-0.052194174
H1,8363,-0.05344278,-0.05683991,-0.054167006,-0.0520417,-0.047402035
H1,8364,-0.041271243,-0.047472663,-0.042191595,-0.045045324,-0.0416313
H1,8365,-0.06140976,-0.0650413,-0.061017003,-0.05615468,-0.058130514
H1,8366,-0.059841435,-0.072157994,-0.06845764,-0.055809554,-0.05219529
H1,8367,-0.06298871,-0.065208726,-0.061479915,-0.05570093,-0.054826085
