
[Name]
parachute_model_surface

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ]
5.66547085e-03, -5.03047705e-01, 2.99691912e-02, -2.34310837e+01
5.26952418e-03, -5.03047705e-01, 3.00413407e-02, -2.40182705e+01
5.46761649e-03, -5.02696693e-01, 3.00059188e-02, -2.31351547e+01
1.40838686e-03, -5.02695918e-01, 3.04674655e-02, -2.46329670e+01
-2.92460993e-02, -4.63408083e-01, -8.65538698e-03, 2.36019745e+01
2.74176989e-02, -5.03047705e-01, -1.33611318e-02, -2.22686362e+00
2.75916178e-02, -5.03047705e-01, -1.29981795e-02, -2.24170232e+00
2.75052562e-02, -5.02693176e-01, -1.31799430e-02, -2.19712520e+00
-1.27230370e-02, -5.02692997e-01, -2.77195666e-02, -1.58209982e+01
-1.29056517e-02, -5.03047705e-01, -2.76350174e-02, -1.63814487e+01
-1.25398682e-02, -5.03047705e-01, -2.78029088e-02, -1.67923222e+01
2.77174581e-02, -5.03047705e-01, 1.27276294e-02, -2.64538217e+00
2.76767798e-02, -5.02692938e-01, -1.28158443e-02, -2.21830606e+00
-2.77039055e-02, -5.02693057e-01, -1.27571020e-02, 1.47782059e+01
1.05581973e-02, -5.03047705e-01, -2.86142360e-02, -2.15908203e+01
1.03691714e-02, -5.02692938e-01, -2.86832750e-02, -2.12698326e+01
1.01796957e-02, -5.03047705e-01, -2.87510660e-02, -2.18472652e+01
2.77607385e-02, -5.03047705e-01, -1.26329502e-02, -2.25215793e+00
5.83076151e-03, -4.63418990e-01, -2.99374722e-02, -1.56996994e+01
-1.50743425e-02, -4.63417947e-01, 2.65144147e-02, -7.12939644e+00
8.04694276e-03, -5.02691925e-01, -2.94193253e-02, -2.28519669e+01
1.70925278e-02, -5.03047705e-01, -2.52605528e-02, -1.34647074e+01
2.95305476e-02, -5.03047705e-01, -7.62868067e-03, -1.56492531e+00
-1.88070331e-02, -4.63453770e-01, 2.40113623e-02, -7.79865682e-01
-7.20431376e-03, -4.63422894e-01, -2.96369344e-02, -1.52286987e+01
-1.55843031e-02, -5.03047705e-01, 2.62179226e-02, -1.23125277e+01
-1.54109681e-02, -5.02694309e-01, 2.63201836e-02, -1.19220695e+01
-1.52369607e-02, -5.03047705e-01, 2.64212992e-02, -1.32099886e+01
2.81483978e-02, -4.63421494e-01, -1.17438370e-02, 9.77721310e+00
-2.18229387e-02, -5.02691627e-01, 2.13074964e-02, 1.52220696e-01
2.45324783e-02, -4.63421375e-01, 1.81220174e-02, 6.60447454e+00
2.15491746e-02, -5.02694130e-01, 2.15843245e-02, -6.52913427e+00
2.16911305e-02, -5.03047705e-01, 2.14416627e-02, -6.63616037e+00
2.14062817e-02, -5.03047705e-01, 2.17260458e-02, -7.16797495e+00
-1.64717864e-02, -4.63426054e-01, 2.56696381e-02, -4.92407751e+00
-2.95593645e-02, -5.03047705e-01, -7.51624862e-03, 1.95501232e+01
3.03756781e-02, -5.02693295e-01, 2.75104516e-03, 2.16442704e-01
3.03931683e-02, -5.03047705e-01, 2.55055190e-03, 4.70307022e-01
3.03568635e-02, -5.03047705e-01, 2.95141852e-03, 2.87168950e-01
-3.04994304e-02, -4.63417023e-01, -1.86366116e-04, 2.70149212e+01
-1.74900927e-02, -5.03047705e-01, -2.49869302e-02, -9.04082680e+00
-1.71588194e-02, -5.03047705e-01, -2.52155699e-02, -9.42145920e+00
-1.73248332e-02, -5.02692580e-01, -2.51017958e-02, -8.55117893e+00
-3.04992255e-02, -4.63416994e-01, 2.17376786e-04, 2.70544872e+01
5.07113431e-03, -5.02692342e-01, 3.00754663e-02, -2.35486431e+01
-2.90064644e-02, -4.63417143e-01, -9.42735747e-03, 2.31269073e+01
3.02161556e-02, -5.03047705e-01, 4.15138574e-03, -2.57225603e-01
3.02428901e-02, -5.02692759e-01, 3.95190949e-03, -3.00856888e-01
3.02683096e-02, -5.03047705e-01, 3.75226093e-03, -5.93300164e-02
-2.81308107e-02, -4.63421524e-01, 1.17859030e-02, 2.00947437e+01
-3.01981661e-02, -4.63425994e-01, -4.28027706e-03, 2.62446766e+01
2.21440792e-02, -4.63427156e-01, 2.09735502e-02, 4.46718740e+00
3.03842723e-02, -5.02692878e-01, -2.65443302e-03, 4.51209515e-01
3.03660948e-02, -5.03047705e-01, -2.85487529e-03, 5.48899055e-01
3.04011274e-02, -5.03047705e-01, -2.45387503e-03, 7.05461502e-01
-1.10727679e-02, -4.63431925e-01, -2.84190755e-02, -1.17340498e+01
2.91167814e-02, -4.63417321e-01, -9.08091944e-03, 1.02825537e+01
9.80546139e-03, -4.63424087e-01, -2.88808402e-02, -1.24405642e+01
-3.04250326e-02, -5.03047705e-01, 2.13715481e-03, 2.19174862e+01
-3.02731600e-02, -5.02696157e-01, -3.71292024e-03, 2.22360287e+01
-8.14026967e-03, -5.02690673e-01, -2.93936394e-02, -2.06923504e+01
-5.68975974e-03, -5.03047705e-01, 2.99645904e-02, -2.34097347e+01
-5.49187930e-03, -5.02696753e-01, 3.00014876e-02, -2.28432388e+01
-5.29375998e-03, -5.03047705e-01, 3.00370790e-02, -2.35363922e+01
1.60948304e-03, -5.03047705e-01, 3.04575041e-02, -2.49011898e+01
2.63115633e-02, -4.63416338e-01, -1.54256821e-02, 7.76745081e+00
4.87252325e-03, -5.03047705e-01, 3.01082805e-02, -2.41807823e+01
-2.47265324e-02, -5.02693832e-01, 1.78563315e-02, 7.54661560e+00
-1.76546331e-02, -5.02695739e-01, -2.48709451e-02, -8.44806290e+00
-2.15513185e-02, -5.03047705e-01, -2.15821844e-02, -6.12823188e-01
-2.16932856e-02, -5.02692163e-01, -2.14394815e-02, 1.69309855e-01
-2.18343083e-02, -5.03047705e-01, -2.12958436e-02, -3.04519206e-01
-2.35934872e-02, -5.02692938e-01, -1.93286687e-02, 4.79850864e+00
3.02800573e-02, -5.03047705e-01, -3.65624460e-03, 2.67889619e-01
3.02552674e-02, -5.02692521e-01, -3.85600585e-03, 1.76015329e-02
3.02291606e-02, -5.03047705e-01, -4.05559922e-03, 1.34099260e-01
8.24097637e-03, -5.03047705e-01, -2.93655638e-02, -2.34576607e+01
-2.21585874e-02, -4.63423520e-01, -2.09582206e-02, 6.24307680e+00
-1.61807686e-02, -4.63417232e-01, -2.58540660e-02, -4.31816053e+00
1.26392115e-02, -5.02691090e-01, -2.77578887e-02, -1.88485298e+01
-1.30878128e-02, -5.02691746e-01, -2.75492147e-02, -1.52549095e+01
-2.35826969e-02, -5.03047705e-01, 1.93418320e-02, 4.04485369e+00
-2.34545302e-02, -5.02691865e-01, 1.94970518e-02, 4.21797228e+00
-2.33253427e-02, -5.03047705e-01, 1.96514223e-02, 3.35261512e+00
-2.45341212e-02, -4.63428497e-01, -1.81197934e-02, 1.15268774e+01
-1.78184044e-02, -5.03047705e-01, -2.47538779e-02, -8.64555740e+00
2.77115218e-03, -5.02692521e-01, -3.03738490e-02, -2.49373913e+01
2.57062842e-03, -5.03047705e-01, -3.03914770e-02, -2.55969696e+01
2.97155534e-03, -5.03047705e-01, -3.03548984e-02, -2.54180450e+01
-2.77875308e-02, -5.03047705e-01, -1.25739099e-02, 1.45008698e+01
3.04402299e-02, -4.63429064e-01, -1.90851931e-03, 9.82292747e+00
2.81814090e-03, -5.03047705e-01, 3.03695258e-02, -2.46738415e+01
2.41701584e-03, -5.03047705e-01, 3.04040797e-02, -2.45633030e+01
2.61763530e-03, -5.02693713e-01, 3.03874649e-02, -2.41137180e+01
1.91003587e-02, -4.63422149e-01, -2.37786956e-02, -1.36889458e+00
-2.92343050e-02, -4.63409454e-01, 8.69513955e-03, 2.34521046e+01
-1.85486558e-03, -5.03047705e-01, -3.04435454e-02, -2.55821476e+01
-5.09535847e-03, -5.02692759e-01, 3.00713703e-02, -2.29640427e+01
-2.19631474e-02, -5.03047705e-01, 2.11629421e-02, 1.78188290e-02
2.48142779e-02, -5.02690732e-01, -1.77341942e-02, -3.02478027e+00
-2.24369597e-02, -4.63422209e-01, -2.06599347e-02, 6.46966887e+00
2.78435573e-02, -5.02693951e-01, -1.24493521e-02, -2.23440599e+00
2.16455776e-02, -5.02692759e-01, -2.14876477e-02, -6.58820677e+00
2.15032715e-02, -5.03047705e-01, -2.16300562e-02, -7.06126356e+00
2.17869412e-02, -5.03047705e-01, -2.13443022e-02, -6.70591784e+00
-7.12872576e-03, -4.63425666e-01, 2.96552069e-02, -1.49640646e+01
3.04994117e-02, -4.63413060e-01, 1.89465150e-04, 9.99594879e+00
2.97679733e-02, -5.02692997e-01, -6.64211949e-03, -1.25235832e+00
2.97234822e-02, -5.03047705e-01, -6.83846651e-03, -1.20079219e+00
2.98111681e-02, -5.03047705e-01, -6.44548284e-03, -1.01985550e+00
-2.46081073e-02, -5.03047705e-01, 1.80191863e-02, 6.43388128e+00
-1.80709048e-03, -5.02693474e-01, 3.04464195e-02, -2.43461304e+01
-2.14083586e-02, -5.02694786e-01, -2.17240024e-02, -1.80176631e-01
-2.93433089e-02, -5.02695918e-01, 8.31987243e-03, 1.93636723e+01
-1.32694030e-02, -5.03047705e-01, -2.74622105e-02, -1.57590399e+01
-4.89673484e-03, -5.03047705e-01, 3.01043522e-02, -2.37453537e+01
2.34397594e-02, -5.03047705e-01, -1.95148066e-02, -4.74420881e+00
2.33104341e-02, -5.02693772e-01, -1.96691044e-02, -4.66450834e+00
2.31800936e-02, -5.03047705e-01, -1.98225453e-02, -5.08165407e+00
3.03367116e-02, -5.02691031e-01, 3.15182190e-03, 5.20453416e-02
-2.97611579e-02, -4.63421315e-01, -6.67259376e-03, 2.49763050e+01
2.47404538e-02, -5.02690256e-01, 1.78370383e-02, -3.14966035e+00
1.24556646e-02, -5.03047705e-01, -2.78407335e-02, -1.94569454e+01
-2.81217229e-03, -5.03047705e-01, 3.03700790e-02, -2.45237217e+01
-2.61164014e-03, -5.02694070e-01, 3.03879809e-02, -2.41346645e+01
-2.41099414e-03, -5.03047705e-01, 3.04045584e-02, -2.48860950e+01
2.45038252e-02, -4.63425130e-01, -1.81607418e-02, 5.96699858e+00
3.04992385e-02, -4.63413358e-01, -2.15471387e-04, 9.95388031e+00
1.81087051e-02, -4.63425130e-01, -2.45423075e-02, -2.76000595e+00
1.09502217e-02, -4.63426441e-01, -2.84665190e-02, -1.17982283e+01
2.29865387e-02, -4.63427782e-01, 2.00466719e-02, 5.24744034e+00
-2.12644637e-02, -5.03047705e-01, -2.18648724e-02, -1.16584647e+00
1.32329315e-02, -5.02688527e-01, 2.74798032e-02, -1.73904629e+01
3.03465780e-02, -5.02690792e-01, -3.05536552e-03, 3.22718471e-01
2.62051839e-02, -5.03047705e-01, 1.56057142e-02, -2.73284578e+00
2.59968564e-02, -5.03047705e-01, 1.59503464e-02, -2.73498464e+00
2.61015892e-02, -5.02691150e-01, 1.57783739e-02, -2.54703236e+00
-2.51893420e-02, -5.02689362e-01, 1.71972997e-02, 8.29019642e+00
-2.42343154e-02, -4.63446051e-01, 1.85188539e-02, 1.02337503e+01
-9.47067514e-03, -4.63424116e-01, 2.89923493e-02, -1.30817156e+01
3.02924328e-02, -5.02690315e-01, 3.55225196e-03, -1.31448880e-01
-2.37206183e-02, -5.03047705e-01, -1.91724356e-02, 4.34623289e+00
1.96871050e-02, -5.03047705e-01, -2.32952349e-02, -1.00066662e+01
1.95328854e-02, -5.02694607e-01, -2.34246962e-02, -9.76997662e+00
1.93778165e-02, -5.03047705e-01, -2.35531367e-02, -1.04159117e+01
1.21122310e-02, -4.63425905e-01, -2.79918537e-02, -1.07578735e+01
3.02017163e-02, -5.02696514e-01, -4.25515557e-03, -1.44807041e-01
2.79251616e-02, -5.03047705e-01, -1.22652110e-02, -2.25999641e+00
-1.99123845e-02, -5.02689242e-01, -2.31029652e-02, -3.57485604e+00
-1.32397916e-02, -5.02688766e-01, 2.74764970e-02, -1.48858347e+01
1.56263541e-03, -5.02694488e-01, -3.04599442e-02, -2.53083057e+01
-2.01167129e-02, -4.63419110e-01, -2.29252670e-02, 2.60318112e+00
-7.36126816e-03, -5.02694726e-01, -2.95983404e-02, -2.17574329e+01
3.03152353e-02, -5.03047705e-01, 3.35208769e-03, 1.39657661e-01
-3.02479733e-02, -5.03047705e-01, -3.91281629e-03, 2.15799198e+01
2.46966127e-02, -5.03047705e-01, -1.78976916e-02, -3.29051971e+00
2.35681199e-02, -5.02692640e-01, -1.93595905e-02, -4.42539787e+00
2.78009418e-02, -5.02692163e-01, 1.25442278e-02, -2.60212493e+00
-8.33427347e-03, -5.03047705e-01, -2.93392222e-02, -2.11294880e+01
-1.22110704e-02, -4.63425994e-01, -2.79488787e-02, -1.04071226e+01
-4.69337543e-03, -4.63422924e-01, 3.01367268e-02, -1.65378361e+01
1.25025632e-02, -5.02689779e-01, 2.78197043e-02, -1.82233887e+01
-3.06050759e-03, -5.03047705e-01, -3.03460602e-02, -2.47551022e+01
-2.65951850e-03, -5.03047705e-01, -3.03838272e-02, -2.51401615e+01
-2.86007533e-03, -5.02691925e-01, -3.03656049e-02, -2.43649311e+01
-1.65272243e-02, -4.63429213e-01, -2.56339796e-02, -4.23617029e+00
-1.52587602e-02, -5.02693892e-01, -2.64087152e-02, -1.23554583e+01
-1.54327964e-02, -5.03047705e-01, -2.63073910e-02, -1.25047102e+01
-1.50840590e-02, -5.03047705e-01, -2.65088882e-02, -1.31127052e+01
4.63454938e-03, -4.63427037e-01, -3.01458277e-02, -1.60990257e+01
-6.76986901e-03, -4.63423222e-01, -2.97391806e-02, -1.52402296e+01
-2.91140266e-02, -4.63438272e-01, 9.08974558e-03, 2.29031277e+01
-1.99006591e-02, -5.03047705e-01, 2.31130663e-02, -4.68418550e+00
-1.97476130e-02, -5.02690911e-01, 2.32439637e-02, -4.42429781e+00
-1.95937064e-02, -5.03047705e-01, 2.33738478e-02, -5.44336891e+00
3.03257369e-02, -5.03047705e-01, -3.25572235e-03, 3.97314519e-01
3.01729552e-02, -5.03047705e-01, -4.45452612e-03, -1.25900554e-02
2.36954540e-02, -5.03047705e-01, -1.92035288e-02, -4.50076151e+00
-2.85771545e-02, -5.03047705e-01, -1.06581543e-02, 1.67423801e+01
-2.86469087e-02, -5.02691209e-01, -1.04692262e-02, 1.75971966e+01
-2.87154112e-02, -5.03047705e-01, -1.02798417e-02, 1.71612740e+01
2.92627197e-02, -5.02696157e-01, -8.59902892e-03, -1.93508482e+00
1.02178855e-02, -5.02690792e-01, 2.87375171e-02, -2.03388424e+01
1.04074348e-02, -5.03047705e-01, 2.86694150e-02, -2.05736427e+01
1.00278910e-02, -5.03047705e-01, 2.88043655e-02, -2.13091030e+01
2.09644660e-02, -4.63424265e-01, -2.21526790e-02, 1.39677191e+00
2.18323655e-02, -5.02689004e-01, 2.12978348e-02, -6.11803675e+00
8.28056503e-03, -5.02688408e-01, 2.93544251e-02, -2.23789349e+01
-2.21158639e-02, -4.63423640e-01, 2.10033003e-02, 5.98504639e+00
-2.59009283e-02, -4.63431448e-01, -1.61056500e-02, 1.47152977e+01
-8.30865279e-03, -5.02688348e-01, 2.93464866e-02, -2.06331501e+01
-4.92880633e-03, -5.02690673e-01, -3.00991181e-02, -2.32882824e+01
3.03035583e-02, -5.02689123e-01, -3.45605891e-03, 1.81866214e-01
-3.00306343e-02, -5.02691031e-01, -5.33020170e-03, 2.12689724e+01
-3.00651789e-02, -5.03047705e-01, -5.13177086e-03, 2.09934616e+01
-2.99947802e-02, -5.03047705e-01, -5.52840019e-03, 2.07982082e+01
2.46220641e-02, -5.03047705e-01, 1.80001110e-02, -3.49260879e+00
-2.92876940e-02, -5.03047705e-01, 8.51357635e-03, 1.86554909e+01
1.17308777e-02, -4.63431895e-01, -2.81538013e-02, -1.10316687e+01
-2.53024139e-02, -5.03047705e-01, 1.70304980e-02, 7.99600649e+00
-3.04998755e-02, -5.02691448e-01, -8.75231563e-05, 2.25035305e+01
-3.04997880e-02, -5.03047705e-01, 1.13902999e-04, 2.20685043e+01
-3.04986313e-02, -5.03047705e-01, -2.88945477e-04, 2.20432453e+01
2.78832130e-02, -5.03047705e-01, 1.23602785e-02, -2.63486838e+00
1.71370506e-02, -5.02693653e-01, 2.52303686e-02, -1.22297583e+01
-3.04269064e-02, -5.02686262e-01, -2.11031805e-03, 2.24941845e+01
-9.86124855e-03, -4.63425428e-01, 2.88618393e-02, -1.31107407e+01
-2.64847688e-02, -5.02694190e-01, 1.51263690e-02, 1.18079157e+01
-2.63842847e-02, -5.03047705e-01, 1.53009668e-02, 1.07581263e+01
-2.65840981e-02, -5.03047705e-01, 1.49511108e-02, 1.12841711e+01
1.33678718e-02, -5.02686203e-01, -2.74144132e-02, -1.80354233e+01
2.52029952e-02, -5.02689481e-01, 1.71772838e-02, -2.89246249e+00
-2.27118786e-02, -4.63423759e-01, -2.03573238e-02, 7.53261042e+00
2.85082255e-02, -5.03047705e-01, 1.08411759e-02, -2.63373208e+00
2.83625294e-02, -5.03047705e-01, 1.12168174e-02, -2.64279771e+00
2.84359977e-02, -5.02690077e-01, 1.10292369e-02, -2.64625740e+00
-2.00646129e-02, -5.03047705e-01, -2.29708795e-02, -4.01392651e+00
-1.47772040e-02, -4.63418901e-01, -2.66811606e-02, -6.95153284e+00
-2.85061114e-02, -5.02689242e-01, -1.08467322e-02, 1.70863533e+01
2.13598311e-02, -5.02692699e-01, -2.17717160e-02, -6.96790886e+00
6.66896766e-03, -4.63446409e-01, -2.97619700e-02, -1.53916130e+01
-1.00564472e-02, -5.03047705e-01, 2.87944078e-02, -1.98264809e+01
-1.04359630e-02, -5.03047705e-01, 2.86590420e-02, -1.91647091e+01
-1.02464287e-02, -5.02691627e-01, 2.87273508e-02, -1.88267460e+01
-2.12525148e-02, -5.02689064e-01, 2.18764860e-02, -7.87869632e-01
1.34142796e-02, -5.03047705e-01, 2.73917355e-02, -1.75988903e+01
-2.77846586e-02, -5.02691865e-01, 1.25802532e-02, 1.49413500e+01
-1.06250467e-02, -5.02696216e-01, 2.85894815e-02, -1.83303204e+01
-2.45867297e-03, -5.02693295e-01, -3.04007400e-02, -2.47549534e+01
1.05966413e-02, -5.02696395e-01, 2.86000222e-02, -2.00095444e+01
-1.78033095e-02, -5.02690971e-01, 2.47647371e-02, -7.87172174e+00
-2.62868870e-02, -5.03047705e-01, -1.54676950e-02, 1.05688190e+01
-2.60802507e-02, -5.03047705e-01, -1.58136189e-02, 9.95170689e+00
-2.61841398e-02, -5.02689719e-01, -1.56409983e-02, 1.08519926e+01
-2.00830726e-03, -5.03047705e-01, 3.04338094e-02, -2.50833435e+01
-1.08136665e-02, -5.03047705e-01, 2.85186712e-02, -1.89301014e+01
-2.96684857e-02, -4.63427693e-01, -7.07325526e-03, 2.47367611e+01
5.61950495e-03, -5.02694428e-01, -2.99778450e-02, -2.39696903e+01
-7.56943948e-04, -5.02293527e-01, 3.04906070e-02, -2.36562977e+01
-2.53069773e-02, -5.02684474e-01, -1.70237161e-02, 8.76149654e+00
-1.71425454e-02, -5.02694190e-01, 2.52266359e-02, -9.12535667e+00
-1.34211136e-02, -5.03047705e-01, 2.73883864e-02, -1.53752909e+01
-2.84338258e-02, -5.03047705e-01, -1.10348351e-02, 1.63017673e+01
-5.88929327e-03, -4.63417172e-01, 2.99260132e-02, -1.57535028e+01
1.79170147e-02, -5.02686739e-01, -2.46825963e-02, -1.21888895e+01
2.86153052e-02, -5.02690017e-01, -1.05552990e-02, -2.22800851e+00
2.85449494e-02, -5.03047705e-01, -1.07441088e-02, -2.22170663e+00
2.86844112e-02, -5.03047705e-01, -1.03660291e-02, -2.18446350e+00
-2.95528844e-02, -5.02690971e-01, 7.54168583e-03, 1.99797745e+01
2.19726488e-02, -5.03047705e-01, 2.11530775e-02, -6.19071245e+00
2.62614116e-02, -5.03047705e-01, -1.55109102e-02, -2.27882481e+00
2.61583664e-02, -5.02689362e-01, -1.56840645e-02, -2.14948916e+00
2.60541812e-02, -5.03047705e-01, -1.58565361e-02, -2.32473636e+00
2.36954493e-03, -5.02693057e-01, -3.04078162e-02, -2.48739414e+01
3.77594982e-03, -4.63449776e-01, -3.02653629e-02, -1.71426907e+01
-1.05147285e-03, -5.02305567e-01, -3.04818712e-02, -2.42628422e+01
2.63077971e-02, -5.02690256e-01, 1.54321045e-02, -2.54396749e+00
1.07853850e-02, -5.03047705e-01, 2.85293795e-02, -2.04297771e+01
2.87522748e-02, -5.02692223e-01, -1.01762824e-02, -2.19850278e+00
2.97016334e-02, -5.03047705e-01, 6.93275128e-03, -1.66253960e+00
2.97467858e-02, -5.02695084e-01, 6.73637260e-03, -1.68193710e+00
2.97906417e-02, -5.03047705e-01, 6.53970009e-03, -1.46743000e+00
2.85792500e-02, -5.02689004e-01, 1.06525347e-02, -2.63933802e+00
2.52741408e-02, -5.02688110e-01, -1.70724280e-02, -2.62494063e+00
-1.50617249e-02, -5.02690792e-01, 2.65215859e-02, -1.27476540e+01
9.59513884e-04, -5.02305567e-01, -3.04849036e-02, -2.49756680e+01
-2.25772033e-03, -5.03047705e-01, -3.04163229e-02, -2.54710445e+01
2.88188830e-02, -5.03047705e-01, -9.98609047e-03, -2.13915706e+00
2.19276622e-02, -5.02687454e-01, -2.11997107e-02, -6.16714907e+00
-3.42233106e-03, -4.63430405e-01, 3.03073861e-02, -1.67370605e+01
3.04093864e-02, -5.02691567e-01, 2.34930194e-03, 3.69127244e-01
-1.20439660e-03, -5.02306342e-01, 3.04762106e-02, -2.38033390e+01
1.77979916e-02, -5.02690852e-01, 2.47685593e-02, -1.16460714e+01
-1.25090573e-02, -5.02691150e-01, 2.78167855e-02, -1.65819645e+01
1.98407453e-02, -5.02689362e-01, -2.31645163e-02, -9.20896816e+00
-2.62825731e-02, -5.02689600e-01, 1.54750235e-02, 1.11202173e+01
8.47445335e-03, -5.03047705e-01, 2.92990394e-02, -2.24344635e+01
5.57127059e-04, -5.02305508e-01, -3.04949116e-02, -2.50462494e+01
1.55518705e-04, -5.02305508e-01, -3.04996036e-02, -2.49949131e+01
3.00083607e-02, -5.02689719e-01, -5.45420172e-03, -6.93281889e-01
2.99716685e-02, -5.03047705e-01, -5.65235363e-03, -6.54151857e-01
3.00437417e-02, -5.03047705e-01, -5.25581231e-03, -4.73154455e-01
-8.50248989e-03, -5.03047705e-01, 2.92909145e-02, -2.11433811e+01
-2.07239427e-02, -4.63426441e-01, -2.23778505e-02, 3.96907306e+00
-2.37269457e-02, -4.63421136e-01, 1.91646032e-02, 9.08456612e+00
2.12619454e-02, -5.02690494e-01, 2.18673218e-02, -6.98711157e+00
2.86490265e-02, -5.03047705e-01, 1.04634287e-02, -2.60949588e+00
-7.16533512e-03, -5.03047705e-01, -2.96463817e-02, -2.22408524e+01
1.23183066e-02, -5.03047705e-01, 2.79017799e-02, -1.86900864e+01
2.63633486e-02, -5.02691448e-01, -1.53370118e-02, -2.09512019e+00
-2.99575739e-02, -5.02688110e-01, -5.72658796e-03, 2.11471157e+01
2.12154593e-02, -5.03047705e-01, -2.19124239e-02, -7.61861563e+00
2.21096668e-02, -4.63425666e-01, -2.10098233e-02, 2.81905103e+00
1.50521779e-02, -5.02690673e-01, 2.65270043e-02, -1.50614576e+01
2.95568351e-02, -5.02690434e-01, 7.52619002e-03, -2.02527165e+00
-2.86418740e-02, -5.03047705e-01, 1.04829920e-02, 1.69833508e+01
-2.85719801e-02, -5.02689362e-01, 1.06720207e-02, 1.71384335e+01
-2.85008382e-02, -5.03047705e-01, 1.08605828e-02, 1.65019894e+01
3.01879942e-02, -5.02694547e-01, 4.35143709e-03, -5.21791041e-01
-2.04215925e-02, -4.63423014e-01, -2.26541068e-02, 3.04446292e+00
2.84733102e-02, -5.02688289e-01, -1.09325498e-02, -2.24482226e+00
-3.04983668e-02, -5.02687633e-01, 3.15586396e-04, 2.23926010e+01
-2.20969901e-03, -5.02692878e-01, 3.04198489e-02, -2.45989933e+01
-6.49108784e-04, -5.02304852e-01, -3.04930918e-02, -2.48033276e+01
2.87848096e-02, -5.03047705e-01, 1.00838849e-02, -2.57017422e+00
2.87175458e-02, -5.02692878e-01, 1.02738813e-02, -2.62775111e+00
8.43515806e-03, -5.02685428e-01, -2.93103755e-02, -2.26450272e+01
-2.46720272e-04, -5.02304316e-01, -3.04990020e-02, -2.47563171e+01
2.64641326e-02, -5.03047705e-01, -1.51624428e-02, -2.24320006e+00
-2.63885763e-02, -5.02691150e-01, -1.52935637e-02, 1.14991808e+01
2.27111150e-02, -4.63431120e-01, 2.03581750e-02, 4.88972902e+00
-5.72837284e-03, -5.02695441e-01, -2.99572330e-02, -2.25771561e+01
-2.26749200e-02, -4.63424802e-01, 2.03984808e-02, 6.92494822e+00
-2.61797141e-02, -5.03047705e-01, 1.56484041e-02, 1.01332827e+01
-1.34508796e-02, -5.02684295e-01, -2.73737814e-02, -1.49233522e+01
1.35950129e-02, -5.02688348e-01, 2.73024850e-02, -1.71289749e+01
1.37751531e-02, -5.03047705e-01, 2.72120405e-02, -1.73997879e+01
1.35489115e-02, -5.03047705e-01, -2.73253918e-02, -1.84828606e+01
2.09999569e-02, -4.63428736e-01, 2.21190378e-02, 3.13193965e+00
-3.00260875e-02, -5.03047705e-01, 5.35575394e-03, 2.06351566e+01
-2.99900360e-02, -5.02689302e-01, 5.55407582e-03, 2.08157940e+01
-2.99526751e-02, -5.03047705e-01, 5.75215463e-03, 2.04291821e+01
1.76421099e-03, -5.03047705e-01, -3.04489341e-02, -2.53351059e+01
2.92051844e-02, -5.03047705e-01, -8.79245531e-03, -1.91879332e+00
-3.01320897e-03, -5.02689481e-01, 3.03507932e-02, -2.37330933e+01
-3.02437674e-02, -5.02695382e-01, 3.94519884e-03, 2.18998928e+01
-8.89013708e-03, -5.03047705e-01, 2.91755982e-02, -2.06004963e+01
-9.27499682e-03, -5.03047705e-01, 2.90555414e-02, -2.00358543e+01
-9.08276532e-03, -5.02688766e-01, 2.91162059e-02, -1.98907127e+01
2.84004267e-02, -5.03047705e-01, -1.11205131e-02, -2.23741651e+00
5.87224495e-03, -5.02693772e-01, 2.99293622e-02, -2.32404099e+01
2.64092591e-02, -5.03047705e-01, 1.52578196e-02, -2.71024346e+00
-2.73504592e-02, -5.02689958e-01, -1.34982374e-02, 1.38962145e+01
-3.03166155e-02, -5.02303600e-01, 3.33958562e-03, 2.30107574e+01
-2.19749492e-02, -5.02689838e-01, -2.11506896e-02, 8.79893959e-01
-2.56481320e-02, -4.63421196e-01, 1.65052526e-02, 1.42157593e+01
-3.04402020e-02, -5.03047705e-01, -1.90896739e-03, 2.21008453e+01
-8.69136211e-03, -4.63428676e-01, 2.92354282e-02, -1.37413025e+01
-2.99190581e-02, -5.03047705e-01, -5.92452567e-03, 2.04677238e+01
-2.78701782e-02, -5.02692223e-01, -1.23896403e-02, 1.54120779e+01
1.69697162e-02, -5.03047705e-01, 2.53432188e-02, -1.29319754e+01
2.37385165e-02, -4.63421613e-01, -1.91502701e-02, 5.04666948e+00
2.33538393e-02, -5.03047705e-01, 1.96175482e-02, -4.60535622e+00
2.34829932e-02, -5.02691031e-01, 1.94627605e-02, -4.19198370e+00
2.36111209e-02, -5.03047705e-01, 1.93071235e-02, -4.33490419e+00
-2.05633789e-03, -5.02692819e-01, -3.04306019e-02, -2.45080624e+01
-3.04385237e-02, -5.02683282e-01, 1.93554268e-03, 2.22812271e+01
-2.40214989e-02, -4.63431537e-01, -1.87940840e-02, 1.04319487e+01
2.21547834e-03, -5.02692580e-01, 3.04194298e-02, -2.41214905e+01
-2.92930771e-02, -5.02694488e-01, -8.49503744e-03, 1.92719555e+01
-2.74421312e-02, -5.02692580e-01, 1.33108795e-02, 1.40444860e+01
-2.64891107e-02, -5.03047705e-01, -1.51187647e-02, 1.11138811e+01
5.29378839e-03, -5.02362549e-01, 3.00370734e-02, -2.32482643e+01
