unique_id,ds,y
H1,2024-01-01 00:00:00.000,-0.311312375309203
H1,2024-01-01 00:00:00.001,-0.309305037286005
H1,2024-01-01 00:00:00.002,-0.307972631923078
H1,2024-01-01 00:00:00.003,-0.305666588987469
H1,2024-01-01 00:00:00.004,-0.30497249743115
H1,2024-01-01 00:00:00.005,-0.303281447619953
H1,2024-01-01 00:00:00.006,-0.301977222046265
H1,2024-01-01 00:00:00.007,-0.300449131759503
H1,2024-01-01 00:00:00.008,-0.299339750585949
H1,2024-01-01 00:00:00.009,-0.298927284211065
H1,2024-01-01 00:00:00.010,-0.297046330132047
H1,2024-01-01 00:00:00.011,-0.295221725379073
H1,2024-01-01 00:00:00.012,-0.292562801791862
H1,2024-01-01 00:00:00.013,-0.289470011242306
H1,2024-01-01 00:00:00.014,-0.287178673600821
H1,2024-01-01 00:00:00.015,-0.284775795713562
H1,2024-01-01 00:00:00.016,-0.282141265324444
H1,2024-01-01 00:00:00.017,-0.279819474557918
H1,2024-01-01 00:00:00.018,-0.276855410835702
H1,2024-01-01 00:00:00.019,-0.274460765996308
H1,2024-01-01 00:00:00.020,-0.273273233163746
H1,2024-01-01 00:00:00.021,-0.272300894040347
H1,2024-01-01 00:00:00.022,-0.270806933033828
H1,2024-01-01 00:00:00.023,-0.26958953097058
H1,2024-01-01 00:00:00.024,-0.267883623597577
H1,2024-01-01 00:00:00.025,-0.265981798585072
H1,2024-01-01 00:00:00.026,-0.264325570462384
H1,2024-01-01 00:00:00.027,-0.26340321587321
H1,2024-01-01 00:00:00.028,-0.26203397485975
H1,2024-01-01 00:00:00.029,-0.261331444741649
H1,2024-01-01 00:00:00.030,-0.260805468164228
H1,2024-01-01 00:00:00.031,-0.260380844628003
H1,2024-01-01 00:00:00.032,-0.259662577591478
H1,2024-01-01 00:00:00.033,-0.258572503410229
H1,2024-01-01 00:00:00.034,-0.257138431895928
H1,2024-01-01 00:00:00.035,-0.25565657863564
H1,2024-01-01 00:00:00.036,-0.253523111943422
H1,2024-01-01 00:00:00.037,-0.250658556013352
H1,2024-01-01 00:00:00.038,-0.247948448214653
H1,2024-01-01 00:00:00.039,-0.244982981712596
H1,2024-01-01 00:00:00.040,-0.242393410622181
H1,2024-01-01 00:00:00.041,-0.239792715413371
H1,2024-01-01 00:00:00.042,-0.236578681378804
H1,2024-01-01 00:00:00.043,-0.232956168390541
H1,2024-01-01 00:00:00.044,-0.229225462474501
H1,2024-01-01 00:00:00.045,-0.225988336792392
H1,2024-01-01 00:00:00.046,-0.22286071067095
H1,2024-01-01 00:00:00.047,-0.219593454466562
