ds,AutoNHITS,AutoNHITS-lo-90,AutoNHITS-lo-80,AutoNHITS-hi-80,AutoNHITS-hi-90
32101,0.0024356823,0.0038909987,0.003258828,0.0035544485,0.0027336776
32102,-0.07216487,-0.07739118,-0.07128987,-0.07374459,-0.0711203
32103,-0.029606923,-0.030218422,-0.027203038,-0.027125828,-0.029253915
32104,0.037641242,0.039905816,0.039764553,0.039296553,0.0369339
32105,0.050184816,0.05071175,0.05243358,0.052892372,0.04949984
32106,0.008784488,0.009168267,0.010023877,0.010566436,0.007441923
32107,-0.068401985,-0.06541309,-0.065403536,-0.06864493,-0.070754066
32108,-0.043036237,-0.045681342,-0.047115088,-0.047621295,-0.04635099
32109,0.05542201,0.050852258,0.05120517,0.052010078,0.052945413
32110,0.07118222,0.07502656,0.074078836,0.07023364,0.07222243
32111,-0.0015550256,-0.0008407384,-0.00370349,-0.0061416626,-0.0038104802
32112,-0.041162446,-0.045912996,-0.04536207,-0.046551585,-0.04745537
32113,-0.030538544,-0.034308076,-0.03406456,-0.035214037,-0.03420186
32114,0.032722592,0.035811946,0.03600794,0.03453584,0.0348607
32115,0.07769833,0.080601126,0.08004099,0.084691025,0.0836109
32116,0.0028323466,0.0017707339,0.0027929954,0.0029847594,0.0034964406
32117,-0.07004971,-0.06457724,-0.0677137,-0.07364081,-0.069348976
32118,-0.040813822,-0.040182866,-0.0435362,-0.03997332,-0.04080048
32119,0.047524422,0.04562968,0.04476162,0.048249826,0.04566186
32120,0.0642453,0.06699143,0.06390259,0.06284411,0.06541963
32121,0.0014614165,0.00097054243,0.001242578,0.0006121695,0.0019408017
32122,-0.05710616,-0.05808229,-0.05921109,-0.056471705,-0.055406287
32123,-0.042425953,-0.04611132,-0.04475617,-0.041486308,-0.045040563
32124,0.046557512,0.045633167,0.048318546,0.046475537,0.050668813
32125,0.06238739,0.06938563,0.066535726,0.066577986,0.07406642
32126,0.002525296,0.0025079623,0.0022185333,0.0053113177,0.0037087202
32127,-0.057736225,-0.060702667,-0.06076379,-0.05956903,-0.05858069
32128,-0.04347856,-0.042093255,-0.044914536,-0.043327846,-0.041079585
32129,0.04843112,0.04774896,0.04667211,0.05019411,0.050462745
32130,0.06359428,0.06427724,0.061644703,0.06593995,0.06276047
32131,0.003412038,0.0034128055,0.0016683638,0.0016683489,0.0030334443
32132,-0.0605314,-0.058733113,-0.06157093,-0.060290314,-0.06113728
32133,-0.0440925,-0.041738123,-0.04528187,-0.04221189,-0.046462238
32134,0.04577757,0.047188185,0.048354518,0.046550922,0.0469328
32135,0.058887936,0.06154476,0.0629991,0.061955243,0.062212773
32136,0.00076849014,0.0025342852,0.0016061813,0.0029584616,0.0025919229
32137,-0.063934684,-0.05968584,-0.06394178,-0.061879374,-0.06560385
32138,-0.043786593,-0.04218431,-0.043199554,-0.04467953,-0.041808248
32139,0.04411084,0.046325088,0.044122323,0.043931942,0.046939358
32140,0.07019479,0.07646252,0.06984972,0.07418126,0.069645256
32141,0.0026839003,0.0038236156,0.0024383534,0.0028163157,0.0036640856
32142,-0.06976096,-0.07155235,-0.07423832,-0.07738187,-0.07184853
32143,-0.02575691,-0.026849046,-0.029316843,-0.030486122,-0.029415786
32144,0.038657233,0.036916107,0.039828748,0.040647224,0.0392797
32145,0.050981864,0.050044984,0.053589836,0.05396922,0.056445837
32146,0.00882186,0.007466927,0.01002422,0.008954331,0.010406464
32147,-0.06720172,-0.06657638,-0.06781635,-0.067047484,-0.07057198
32148,-0.045690224,-0.049733136,-0.044933822,-0.045336466,-0.046417862
32149,0.05125192,0.046455868,0.05113268,0.049463123,0.050991543
32150,0.070302084,0.07563986,0.069394395,0.07400628,0.06992665
32151,-0.003104329,-0.0039799213,-0.0057084262,-0.0032795966,-0.0053220987
32152,-0.04315293,-0.050566778,-0.047485888,-0.04850793,-0.04701498
32153,-0.03379582,-0.03502281,-0.035890996,-0.032831892,-0.03583157
32154,0.035273567,0.03545268,0.03460622,0.036120966,0.03476721
32155,0.08186115,0.07892537,0.08062562,0.08031158,0.08236237
32156,0.0025280863,0.002794791,0.0017084163,0.003045015,0.0011983737
32157,-0.06755725,-0.06464995,-0.066105746,-0.07000085,-0.072155446
32158,-0.04038816,-0.042177796,-0.043445945,-0.042730253,-0.043154877
32159,0.0457858,0.0443739,0.044658393,0.046960212,0.04624182
32160,0.06511405,0.06588276,0.068765804,0.06514758,0.06514834
32161,0.0028719157,0.0018312484,0.001246199,0.002089642,0.0013726875
32162,-0.055683374,-0.060092464,-0.058885537,-0.05731498,-0.056334335
32163,-0.04270234,-0.04318376,-0.042548344,-0.042946756,-0.042844694
32164,0.05077502,0.050844252,0.048773788,0.04899919,0.04638146
32165,0.071464784,0.06682785,0.06233672,0.067610845,0.0654991
32166,0.0033471435,0.0026665386,0.0015560687,0.0023372993,0.0016017556
32167,-0.059384212,-0.058254868,-0.05919221,-0.060840912,-0.06229154
32168,-0.04159902,-0.041947346,-0.04752097,-0.0447053,-0.045674205
32169,0.047943488,0.046663813,0.045856874,0.0455561,0.049151618
32170,0.06419645,0.06457436,0.065636165,0.06478023,0.06365274
32171,0.002394773,0.0010867007,0.0031089112,0.0014185905,-0.00015736371
32172,-0.059182286,-0.063168034,-0.0679509,-0.06402787,-0.060639426
32173,-0.039686233,-0.04363756,-0.047633268,-0.04105044,-0.043157056
32174,0.048285253,0.04620844,0.04764037,0.045703053,0.04462527
32175,0.06176947,0.060944334,0.05991004,0.059269432,0.0605319
32176,0.002842471,0.0006515533,0.0011449456,0.003764335,0.0024649948
32177,-0.061616406,-0.06309891,-0.061896965,-0.06280929,-0.06404984
32178,-0.042069808,-0.04481724,-0.04327482,-0.045003187,-0.043582514
32179,0.04688983,0.044593524,0.044132803,0.045189653,0.04739044
32180,0.070112154,0.07098162,0.07196863,0.07334482,0.07273996
32181,0.0035327673,0.0010674037,0.0031014755,0.0030316934,0.003580859
32182,-0.0664884,-0.07530438,-0.075921394,-0.07407904,-0.07160335
32183,-0.02583547,-0.030242085,-0.030992225,-0.029843718,-0.027766898
32184,0.038443983,0.039619654,0.040169775,0.038443014,0.039864928
32185,0.050890952,0.05057195,0.0534665,0.051060915,0.05160819
32186,0.008704826,0.0093615055,0.010002613,0.009611025,0.010798216
32187,-0.06834009,-0.067063026,-0.0688241,-0.06888738,-0.06665422
32188,-0.04254473,-0.0453616,-0.04432419,-0.04966202,-0.047788758
32189,0.054839805,0.052058186,0.053608485,0.05050037,0.051497176
32190,0.069814816,0.07157259,0.07100105,0.07218157,0.073423155
32191,-0.0025953948,-0.0035160035,-0.0034460425,-0.0055743754,-0.004703775
32192,-0.04162261,-0.04552877,-0.0446212,-0.048656553,-0.047175705
32193,-0.030814469,-0.03230925,-0.03272888,-0.036341578,-0.031312987
32194,0.032743827,0.034689516,0.03320378,0.033348292,0.03519374
32195,0.0768841,0.080269426,0.07634149,0.08137867,0.07868088
32196,0.0040172115,0.003566265,0.0014970638,0.0026958156,0.0050062705
32197,-0.068090856,-0.0701696,-0.06871218,-0.07141679,-0.0662236
32198,-0.04134807,-0.040729497,-0.042392805,-0.04439433,-0.04294113
32199,0.047346346,0.047372423,0.04631404,0.04535518,0.046933457
32200,0.06498734,0.06385197,0.064573735,0.065122366,0.068088576
32201,0.002876535,0.003170997,0.0007454753,0.0010659546,0.0025014654
32202,-0.055089623,-0.055879757,-0.05880799,-0.056611516,-0.058358654
32203,-0.037849367,-0.040736772,-0.04262881,-0.041297186,-0.04295055
32204,0.046520546,0.049735572,0.04565244,0.048062056,0.04793752
32205,0.059678942,0.06624487,0.061274305,0.065362886,0.06382525
32206,0.0036245324,0.0033334391,0.0021561235,0.0030650645,0.0017160326
32207,-0.056620404,-0.05905184,-0.05973148,-0.059031345,-0.05939132
32208,-0.04329981,-0.04268405,-0.045166142,-0.043597046,-0.044748113
32209,0.045843244,0.049218923,0.04718513,0.049058277,0.045585632
32210,0.06570141,0.062957235,0.06462159,0.06663993,0.06505642
32211,0.001336731,0.00046994537,0.0020602942,0.002280362,0.00040582567
32212,-0.0678862,-0.059359178,-0.061869644,-0.06346546,-0.066563375
32213,-0.04458695,-0.04254123,-0.04222511,-0.042860683,-0.043382734
32214,0.047676228,0.0458648,0.04924317,0.04766015,0.049288005
32215,0.06023694,0.060638875,0.063030936,0.06104312,0.06213308
32216,0.0034856498,0.0013123304,0.003522694,0.0034016818,0.0015712976
32217,-0.056353703,-0.06282288,-0.059637398,-0.05907943,-0.062291607
32218,-0.040978327,-0.04215356,-0.041325793,-0.0429618,-0.044573233
32219,0.04561618,0.046353586,0.04693342,0.045473166,0.04345952
32220,0.07608254,0.07067196,0.07309874,0.076073214,0.06925519
32221,0.0031122267,0.0024294704,0.0020489842,0.0027244259,-0.00069024414
32222,-0.07573767,-0.07241264,-0.074056394,-0.07749495,-0.07865186
32223,-0.029405534,-0.030357152,-0.029570758,-0.03094554,-0.03420785
32224,0.03923762,0.036620185,0.038106114,0.03851658,0.03774576
32225,0.050434574,0.050360993,0.049972937,0.049647063,0.051557988
32226,0.008016743,0.005661294,0.0074558854,0.00892619,0.0067161173
32227,-0.06837201,-0.07030479,-0.067638636,-0.06796697,-0.07134019
32228,-0.043913066,-0.044808198,-0.04631557,-0.046417683,-0.04600856
32229,0.05158563,0.0513675,0.049853973,0.051101312,0.050321568
32230,0.06963164,0.07142498,0.073125005,0.071276344,0.069512576
32231,-0.0030853897,-0.002698511,-0.0033203661,-0.0037451684,-0.0053667724
32232,-0.04602337,-0.044770673,-0.048526853,-0.047140285,-0.04838395
32233,-0.03570783,-0.03311953,-0.03591183,-0.03426273,-0.035657883
32234,0.03224884,0.034080356,0.03482279,0.035086244,0.035125494
32235,0.08000352,0.07970315,0.0779372,0.08340141,0.08247274
32236,0.00118683,0.0027849302,0.001344163,0.0026374646,0.0015328005
32237,-0.06875316,-0.06956066,-0.0643955,-0.06959203,-0.073006645
32238,-0.03815399,-0.03956859,-0.04215399,-0.04017161,-0.04061359
32239,0.047388077,0.048795775,0.044673294,0.047238052,0.047599874
32240,0.06538439,0.06405138,0.06708312,0.0668681,0.06210892
32241,0.0038263053,0.00017552823,0.0036498904,0.0022709072,0.0008313358
32242,-0.054222196,-0.057412364,-0.060451746,-0.058048874,-0.05788453
32243,-0.04170733,-0.04073053,-0.04507698,-0.04451701,-0.042129755
32244,0.04872593,0.043933477,0.05017519,0.048536133,0.048077933
32245,0.069827504,0.05998853,0.067470446,0.066733316,0.06939104
32246,0.001882528,0.0014588311,0.0018590242,0.0015320852,0.0030424148
32247,-0.060011305,-0.061276097,-0.060895406,-0.06004355,-0.062434763
32248,-0.039086685,-0.04512278,-0.043736584,-0.043878432,-0.041166063
32249,0.04975499,0.048148725,0.04526123,0.047806393,0.04975376
32250,0.06436142,0.06663528,0.066340715,0.062397897,0.06490205
32251,0.0026658773,0.0019225236,0.0025498923,0.0018377379,-0.0007330496
32252,-0.055871263,-0.05937128,-0.062104814,-0.060482327,-0.05921629
32253,-0.040552653,-0.04048114,-0.040585905,-0.043809995,-0.044109985
32254,0.04621236,0.042777732,0.045951903,0.04885104,0.043462478
32255,0.06196028,0.057108708,0.05887816,0.06452105,0.06122431
32256,0.0022079945,0.0017751306,0.00087338686,0.0036680847,0.00055217743
32257,-0.059211478,-0.058276802,-0.059517577,-0.06342201,-0.057703122
32258,-0.039939597,-0.04444459,-0.04301598,-0.040979758,-0.044493645
32259,0.048661917,0.04349652,0.045846973,0.045946166,0.04561031
32260,0.07389958,0.07642533,0.07310264,0.06959154,0.07587167
32261,0.0033475328,0.0022018254,0.00090648234,0.0040564574,0.0014420226
32262,-0.06825953,-0.074851744,-0.073547944,-0.07487509,-0.07267341
32263,-0.027452305,-0.02873069,-0.030134276,-0.029719338,-0.028397262
32264,0.03424485,0.036982164,0.036428124,0.04105036,0.03820406
32265,0.047150224,0.04819739,0.048388585,0.05089879,0.048471972
32266,0.0060525537,0.0064938962,0.008342639,0.009808153,0.010725193
32267,-0.063302234,-0.066563964,-0.06562843,-0.06519418,-0.065392904
32268,-0.046062056,-0.04605685,-0.04758303,-0.044922918,-0.048074797
32269,0.047566175,0.049322836,0.047471955,0.05259165,0.050992876
32270,0.07644911,0.07260919,0.07033661,0.0724417,0.073540546
32271,-0.002766952,-0.0039402246,-0.0059238076,-0.0029148608,-0.0036561638
32272,-0.048736557,-0.047685057,-0.050030336,-0.044281542,-0.048276275
32273,-0.03364511,-0.033754736,-0.038122773,-0.033113256,-0.035052
32274,0.035174042,0.03408207,0.03365451,0.03572662,0.03518933
32275,0.07493433,0.07860181,0.078854516,0.08321243,0.0803666
32276,0.0015443712,0.0004554037,-0.0013388246,0.0035236608,-0.000306305
32277,-0.061021816,-0.070493035,-0.06877127,-0.06849078,-0.06854775
32278,-0.04148575,-0.04164007,-0.041193176,-0.039863683,-0.042179488
32279,0.044536598,0.043913648,0.04439106,0.04648973,0.043410107
32280,0.06796621,0.06114649,0.06351541,0.06487483,0.06495468
32281,0.0032315478,0.00051849335,0.0014769435,0.0023836344,0.0016421527
32282,-0.056772366,-0.05652967,-0.06036014,-0.05768331,-0.058199383
32283,-0.044319265,-0.044390403,-0.04419729,-0.044081695,-0.042643037
32284,0.049004674,0.045170426,0.050458014,0.049901776,0.051216528
32285,0.068689935,0.066759214,0.064771615,0.06919388,0.06624405
32286,0.0026541501,0.0024790056,0.0017913729,0.0024711788,0.0016750395
32287,-0.056908317,-0.0592741,-0.057722107,-0.060024083,-0.05845175
32288,-0.039863624,-0.041461453,-0.04207564,-0.042665124,-0.043331698
32289,0.048377078,0.04730692,0.04900584,0.048134834,0.048204888
32290,0.06425928,0.061180875,0.066428706,0.06473227,0.06406627
32291,0.001681637,0.0021548755,0.0036228532,0.0030212775,0.002672471
32292,-0.06222402,-0.05756548,-0.059140727,-0.06035462,-0.06158921
32293,-0.044521987,-0.04263542,-0.040618025,-0.04449746,-0.042687193
32294,0.046745285,0.046655968,0.047065765,0.049632862,0.048444703
32295,0.06132228,0.06071511,0.06137819,0.0650993,0.061263606
32296,0.0017132163,0.0008337498,0.003399536,0.0024399608,0.002229616
32297,-0.05866067,-0.06073384,-0.059011698,-0.05820009,-0.06256594
32298,-0.039849818,-0.03897351,-0.043700367,-0.04050535,-0.042764604
32299,0.0464443,0.04571464,0.043440655,0.04745543,0.04347904
32300,0.07016789,0.069943674,0.07332848,0.07541503,0.073192164
32301,0.0039544404,0.003019357,0.001856491,0.0048237406,0.0022074245
32302,-0.06799817,-0.07457443,-0.07503612,-0.0742518,-0.081066854
32303,-0.028307632,-0.030796736,-0.030220762,-0.030299693,-0.031419963
32304,0.038108587,0.0378851,0.035982683,0.0394447,0.039472714
32305,0.05293618,0.050524577,0.046444908,0.0500879,0.048722714
32306,0.008031711,0.0069149584,0.007190272,0.008348331,0.0062773824
32307,-0.068748385,-0.065050684,-0.06544574,-0.06638217,-0.06582327
32308,-0.043005694,-0.043096606,-0.047851298,-0.04417695,-0.04712428
32309,0.05037564,0.048550878,0.050952964,0.051941566,0.04857731
32310,0.0688875,0.07218194,0.07647349,0.07126391,0.07299137
32311,-0.0021306425,-0.0028440505,-0.0012353212,-0.0023573786,-0.004989922
32312,-0.043077454,-0.04798335,-0.044118345,-0.04390779,-0.047892213
32313,-0.032264486,-0.03626226,-0.02954483,-0.033609346,-0.03285061
32314,0.035287604,0.03270465,0.035902813,0.034348324,0.034452662
32315,0.08175817,0.07905116,0.07557811,0.07928559,0.08015429
32316,0.003215367,-0.00036934204,0.002145907,0.0013811961,0.0025374517
32317,-0.06966203,-0.07118025,-0.06550628,-0.069587916,-0.07258971
32318,-0.04012611,-0.041938797,-0.043360993,-0.040697306,-0.04065352
32319,0.045692757,0.044396862,0.043955296,0.0469843,0.047909833
32320,0.062022686,0.06327726,0.06490496,0.06423196,0.0631464
32321,0.0021358356,0.0031501353,0.0018734187,0.0030171871,0.0035476685
32322,-0.05561146,-0.055881143,-0.058048196,-0.057226717,-0.05368945
32323,-0.04365697,-0.043546177,-0.043802243,-0.041114166,-0.04189652
32324,0.04629712,0.051368445,0.04746454,0.050414324,0.0493446
32325,0.06691997,0.07058569,0.06355141,0.065486774,0.06944419
32326,0.0036882833,0.0032353103,0.0028146207,0.0031866506,0.0026246905
32327,-0.057338983,-0.05783391,-0.05651463,-0.057527572,-0.059785563
32328,-0.040375654,-0.041160576,-0.04249868,-0.041272603,-0.041618396
32329,0.048287995,0.048413284,0.047774497,0.049479593,0.049719125
32330,0.06335777,0.061290056,0.06356509,0.06517298,0.063148536
32331,0.0028423592,0.0036852732,0.003290914,0.0025801174,0.0010930151
32332,-0.056607984,-0.057907585,-0.06288179,-0.059352107,-0.062072307
32333,-0.038847204,-0.045360535,-0.04590386,-0.04247042,-0.04476124
32334,0.048987307,0.04734069,0.046449833,0.047037415,0.04552386
32335,0.06259893,0.062441744,0.060712427,0.062362306,0.060474083
32336,0.004446894,0.0014508367,0.0027293712,0.002145633,0.003994733
32337,-0.05532688,-0.062221304,-0.06149961,-0.0617297,-0.059614606
32338,-0.038968414,-0.04163523,-0.039986983,-0.041938215,-0.04164745
32339,0.04756865,0.044297233,0.044741638,0.047135502,0.047093492
32340,0.07565951,0.07114053,0.06993836,0.06952183,0.07678674
32341,0.004327327,0.0044379383,0.00299526,0.004063338,0.004975591
32342,-0.0697293,-0.073486224,-0.07758594,-0.07034661,-0.07179922
32343,-0.02735266,-0.029389344,-0.032535583,-0.0314835,-0.026178107
32344,0.035719976,0.038773358,0.038669437,0.038581356,0.039324
32345,0.047261283,0.05112788,0.0518931,0.053165376,0.050607026
32346,0.0062253475,0.0067245737,0.004964277,0.009951144,0.011791967
32347,-0.065706745,-0.06940135,-0.06950718,-0.07183772,-0.063501865
32348,-0.047598913,-0.046077922,-0.04392446,-0.045844056,-0.047336336
32349,0.047672033,0.047899324,0.047945186,0.050849833,0.050286915
32350,0.072539404,0.069431566,0.0698906,0.06759822,0.074151315
32351,-0.002857238,-0.0031003654,-0.0038008243,-0.0026430339,-0.0032457858
32352,-0.04494904,-0.04552868,-0.04782629,-0.04429312,-0.047144085
32353,-0.032679737,-0.03247407,-0.03531556,-0.0324492,-0.03365849
32354,0.033654958,0.0353439,0.036594182,0.035636142,0.03541334
32355,0.07597387,0.08157073,0.083950944,0.08261935,0.079662964
32356,0.004407376,0.0039582006,0.00317147,0.0023258869,0.0046477653
32357,-0.06440971,-0.06681499,-0.06934538,-0.07033093,-0.06263533
32358,-0.039968785,-0.039810523,-0.038062967,-0.039877,-0.039202593
32359,0.04725676,0.044744328,0.047916085,0.048522122,0.048318803
32360,0.06509884,0.06346212,0.06289306,0.06756207,0.069348395
32361,0.005476922,0.0022459924,0.0035239756,0.0048386753,0.003924817
32362,-0.052530624,-0.05502537,-0.054852054,-0.05464811,-0.05885937
32363,-0.038523078,-0.04052905,-0.041853845,-0.04055497,-0.04395242
32364,0.04834965,0.05123912,0.045931734,0.05001498,0.051685072
32365,0.06664407,0.06983946,0.06796172,0.06779665,0.06991244
32366,0.0064675207,0.005141493,0.0046843924,0.0063946173,0.0048874505
32367,-0.05566607,-0.056331776,-0.060300786,-0.05523908,-0.057784706
32368,-0.040351324,-0.040577136,-0.04087399,-0.041452184,-0.04233445
32369,0.046940558,0.04849916,0.049527206,0.04772485,0.048721872
32370,0.0647607,0.063213654,0.06446295,0.06588043,0.064689204
32371,0.0038274378,0.0026727393,0.0032000914,0.0043109953,0.0033318996
32372,-0.06398436,-0.06195526,-0.0545384,-0.0633161,-0.062009662
32373,-0.04566841,-0.046123464,-0.042509302,-0.044677768,-0.04548257
32374,0.04771546,0.049546055,0.0463138,0.04784984,0.04893322
32375,0.06120778,0.06394517,0.0645636,0.06177552,0.06343395
32376,0.0037743226,0.0027183667,0.0027490705,0.004526496,0.0025354773
32377,-0.053350173,-0.056679323,-0.057272375,-0.05502549,-0.059575737
32378,-0.038679056,-0.038312115,-0.041284457,-0.038924,-0.040792122
32379,0.046203952,0.047996357,0.047785044,0.046693407,0.04735387
32380,0.079803675,0.074934565,0.076430336,0.07765902,0.076093785
32381,0.0054456573,0.0051415563,0.006167531,0.006302476,0.0058130324
32382,-0.074934185,-0.07211618,-0.06999043,-0.07299351,-0.07136824
32383,-0.027469337,-0.028531924,-0.028074607,-0.026138514,-0.02719754
32384,0.03857431,0.039627984,0.039895147,0.043186247,0.040367186
32385,0.047588393,0.05124122,0.051361486,0.054698363,0.05422041
32386,0.007031977,0.007665828,0.010956071,0.011420652,0.012918353
32387,-0.06563663,-0.067496255,-0.064778596,-0.06416309,-0.06401625
32388,-0.046060346,-0.045375377,-0.04518247,-0.043937005,-0.046822205
32389,0.05034513,0.049314447,0.049500983,0.051030062,0.050165243
32390,0.07212001,0.07134246,0.07202967,0.0730608,0.07199688
32391,-0.0022180974,-0.002385199,-0.0030239671,-0.0029602796,-0.0040514767
32392,-0.043361515,-0.045950472,-0.04714711,-0.04581222,-0.045093313
32393,-0.031870335,-0.035147473,-0.031211391,-0.03179449,-0.033591837
32394,0.033982977,0.03451252,0.034735292,0.036821097,0.035505354
32395,0.07821679,0.08161818,0.0793615,0.08012484,0.08214192
32396,0.0042802617,0.002999477,0.0041293595,0.0044731684,0.004330799
32397,-0.06538844,-0.067756146,-0.06697159,-0.06701307,-0.06907702
32398,-0.039331324,-0.039463434,-0.0375413,-0.04126821,-0.039783478
32399,0.04715628,0.0458323,0.04978718,0.046900332,0.048684545
32400,0.06553498,0.063730836,0.06677818,0.064569145,0.06486249
32401,0.0046435595,0.0041013807,0.0034065396,0.0033345968,0.00348261
32402,-0.053958632,-0.05320589,-0.05645006,-0.057865128,-0.05420803
32403,-0.039281428,-0.040830366,-0.043691196,-0.042435274,-0.041721124
32404,0.05058363,0.050457858,0.05166865,0.050942153,0.046693943
32405,0.06755029,0.07086689,0.07254531,0.06755209,0.0685595
32406,0.004546918,0.0043871477,0.004054006,0.0019160435,0.0039525926
32407,-0.057372876,-0.058038615,-0.05669415,-0.06042433,-0.06165778
32408,-0.04198287,-0.039331302,-0.038522992,-0.043541647,-0.04315023
32409,0.046759557,0.051997676,0.049440302,0.04514265,0.04999569
32410,0.061931696,0.065253094,0.063708246,0.06287658,0.065177836
32411,0.0015455261,0.0030847266,0.0032958686,0.0022300184,0.0022954196
32412,-0.05803002,-0.05482112,-0.060255393,-0.06649185,-0.05537574
32413,-0.04236207,-0.04157384,-0.0445225,-0.04821562,-0.039782763
32414,0.047842488,0.045259595,0.04685223,0.047641423,0.047759235
32415,0.06404136,0.06378436,0.062404606,0.061076004,0.06533824
32416,0.0036158413,0.005517632,0.0031351596,0.001801148,0.005993396
32417,-0.057336718,-0.05718617,-0.060930073,-0.057823524,-0.056315392
32418,-0.03959796,-0.039620012,-0.040894523,-0.041026235,-0.040287986
32419,0.046389896,0.047045693,0.046972916,0.046892717,0.047538493
32420,0.07231566,0.070374474,0.06920051,0.07878084,0.07543862
32421,0.005198449,0.0020837039,0.0015471354,0.0049101985,0.003970206
32422,-0.07093294,-0.06920433,-0.0692837,-0.072757356,-0.073600635
32423,-0.02901128,-0.027730599,-0.027943686,-0.027943954,-0.028286457
32424,0.03940296,0.037792087,0.03671217,0.037334815,0.040922955
32425,0.050665557,0.05105762,0.049845666,0.051829398,0.051019475
32426,0.0059666634,0.009923354,0.010259435,0.011326663,0.010047644
32427,-0.06830645,-0.063907355,-0.06450987,-0.06635551,-0.06577718
32428,-0.045294505,-0.043292947,-0.04484307,-0.0455632,-0.046603035
32429,0.04682106,0.051247977,0.05189643,0.05465214,0.051562376
32430,0.07095136,0.07289651,0.07219575,0.07300562,0.07441935
32431,-0.0013226271,-0.0020775795,-0.0034102648,-0.0029397309,-0.0020204484
32432,-0.046251982,-0.04463908,-0.044821724,-0.0423982,-0.04624769
32433,-0.033623517,-0.032242507,-0.032746866,-0.031699345,-0.03448169
32434,0.03417039,0.0342865,0.032901883,0.035991922,0.035493508
32435,0.08058407,0.077013776,0.07516331,0.07959688,0.081238315
32436,0.0015324634,0.0037035868,0.0033198781,0.0040483717,0.0012810081
32437,-0.07016517,-0.064780794,-0.06417038,-0.064439505,-0.0661367
32438,-0.03928326,-0.041681744,-0.04096861,-0.041121922,-0.04066637
32439,0.046516865,0.045698367,0.046300367,0.04736194,0.046167254
32440,0.06348044,0.06594202,0.065540105,0.06816636,0.068066314
32441,0.0029952228,0.0034226105,0.0018786192,0.0027950406,0.00075368583
32442,-0.053844124,-0.057707198,-0.059013717,-0.05700329,-0.058398113
32443,-0.04266756,-0.042838063,-0.04437849,-0.041028947,-0.043899067
32444,0.046331987,0.04874764,0.047888182,0.04786015,0.050758533
32445,0.06796624,0.062488794,0.0656427,0.06307476,0.06975521
32446,0.0022763014,0.003376849,0.0025459677,0.004138518,0.0032569468
32447,-0.06035109,-0.056230053,-0.058168575,-0.0578122,-0.057650648
32448,-0.04237189,-0.044396114,-0.041955475,-0.045057733,-0.041925963
32449,0.04664535,0.046472095,0.047337078,0.047654897,0.04967478
32450,0.06003101,0.064138666,0.064279914,0.0638534,0.06399692
32451,0.0005932972,0.0031223968,0.0018559545,0.0011080354,0.0036817044
32452,-0.058848627,-0.062233303,-0.064133406,-0.066051655,-0.06190388
32453,-0.045015454,-0.042905416,-0.045482043,-0.046403535,-0.046691004
32454,0.046263598,0.048385136,0.04753844,0.049847703,0.047496755
32455,0.06266017,0.062090952,0.0634859,0.063551396,0.06256334
32456,0.0025347173,0.0044258684,0.0049563944,0.003088601,0.0025986582
32457,-0.057872266,-0.058604464,-0.057796843,-0.061182678,-0.06301138
32458,-0.039358586,-0.042496327,-0.04042249,-0.040258333,-0.041311726
32459,0.046052724,0.04312321,0.045418583,0.045176648,0.04702075
32460,0.07348011,0.0689442,0.071339816,0.069567546,0.07211548
32461,0.005257312,0.0010413826,0.0035251454,0.0021792948,0.003998068
32462,-0.07111366,-0.07404513,-0.07166147,-0.07809354,-0.07123637
32463,-0.027467668,-0.031275064,-0.03060551,-0.035138324,-0.028537571
32464,0.039698273,0.036792994,0.036123633,0.037257493,0.037588283
32465,0.051908538,0.048671246,0.050388336,0.054401442,0.052742213
32466,0.010608584,0.0086927265,0.008197129,0.009823695,0.008853555
32467,-0.06432757,-0.066436455,-0.06717138,-0.06870212,-0.06948241
32468,-0.044274792,-0.0428503,-0.04527375,-0.04392278,-0.04727228
32469,0.05091004,0.05376719,0.04876855,0.051471747,0.05048645
32470,0.07115494,0.0713123,0.06913369,0.06982757,0.070045695
32471,-0.0022312552,-0.0014071912,-0.004445374,-0.004089743,-0.006045878
32472,-0.043384343,-0.043217763,-0.046188906,-0.046333566,-0.046664923
32473,-0.03363031,-0.033949345,-0.03398715,-0.036753163,-0.033958018
32474,0.031679958,0.031812355,0.032996893,0.03456089,0.032516107
32475,0.076444425,0.07645494,0.078470565,0.08348835,0.07609825
32476,0.0030905884,0.0016603619,0.002412483,0.0022093542,0.0018787142
32477,-0.06688455,-0.06920609,-0.07073891,-0.070503645,-0.06730266
32478,-0.0404872,-0.04172973,-0.040289417,-0.040995464,-0.041959245
32479,0.046165287,0.04550129,0.047331847,0.045743346,0.04671493
32480,0.06343588,0.06251989,0.06260277,0.06368099,0.066989616
32481,0.0020469576,0.0021613836,0.0038065612,0.0031557977,0.003878355
32482,-0.055074677,-0.056749284,-0.056310408,-0.055686936,-0.055064015
32483,-0.042887256,-0.041592076,-0.041995678,-0.043064333,-0.042116642
32484,0.04193809,0.044554643,0.05014837,0.050528012,0.04963015
32485,0.063429,0.06159243,0.06860896,0.06754191,0.06909059
32486,0.00024320371,0.0034994045,0.0034756437,0.0007864684,0.006909646
32487,-0.062198088,-0.058623083,-0.059512325,-0.06021872,-0.055097044
32488,-0.04254581,-0.043083094,-0.041745488,-0.04374122,-0.042097963
