ds,AutoNHITS,AutoNHITS-lo-90,AutoNHITS-lo-80,AutoNHITS-hi-80,AutoNHITS-hi-90
30001,-0.03554166,-0.03566362,-0.03509873,-0.036081195,-0.0345712
30002,-0.037765063,-0.03825799,-0.03743033,-0.03876352,-0.036790032
30003,-0.038271524,-0.037989,-0.038330704,-0.0392394,-0.036404364
30004,-0.03237671,-0.033171073,-0.033875097,-0.033877656,-0.031909257
30005,-0.031834714,-0.03220814,-0.032991894,-0.03352679,-0.032557532
30006,-0.03480883,-0.035098605,-0.035905927,-0.037050012,-0.035706293
30007,-0.038352434,-0.039278556,-0.03997203,-0.04048518,-0.03999836
30008,-0.03897252,-0.03836627,-0.03908021,-0.0394086,-0.039424833
30009,-0.03180194,-0.03197942,-0.030710127,-0.031822708,-0.03091338
30010,-0.032587126,-0.031557396,-0.030624771,-0.03158876,-0.029599417
30011,-0.036763415,-0.036137827,-0.035944983,-0.036185108,-0.035552137
30012,-0.04304176,-0.041872554,-0.042564426,-0.042387195,-0.042850286
30013,-0.04021447,-0.0406954,-0.04235538,-0.042333134,-0.04054796
30014,-0.029464066,-0.03054668,-0.031068325,-0.03069808,-0.02976378
30015,-0.028881779,-0.028161254,-0.027188968,-0.0262006,-0.027973738
30016,-0.03683219,-0.036108922,-0.034166984,-0.03432394,-0.035842042
30017,-0.050996423,-0.046683386,-0.044523567,-0.046733133,-0.046769336
30018,-0.043873563,-0.04108592,-0.040424712,-0.040111504,-0.04195379
30019,-0.02933502,-0.029006623,-0.028604265,-0.027347367,-0.028837537
30020,-0.02660331,-0.025617138,-0.024413543,-0.026948152,-0.025321413
30021,-0.034764037,-0.035298552,-0.034646653,-0.03521513,-0.03431799
30022,-0.049478702,-0.049324475,-0.051704574,-0.05050439,-0.04996946
30023,-0.04157248,-0.040556688,-0.042551216,-0.043265752,-0.042163648
30024,-0.02693329,-0.027117655,-0.02656579,-0.026803374,-0.02667839
30025,-0.021778978,-0.022074409,-0.02325632,-0.021477908,-0.023271106
30026,-0.033268895,-0.0346817,-0.034415193,-0.0313994,-0.036685906
30027,-0.04921309,-0.048625268,-0.050901547,-0.045538846,-0.052401878
30028,-0.04230012,-0.042341545,-0.045184907,-0.04110314,-0.043867737
30029,-0.02383979,-0.024863394,-0.025452875,-0.024235994,-0.02461464
30030,-0.015908,-0.014763415,-0.017262965,-0.017028788,-0.016602747
30031,-0.03350708,-0.03389196,-0.034779795,-0.036102235,-0.034255147
30032,-0.047648363,-0.048378736,-0.04936084,-0.049485788,-0.04859945
30033,-0.044209708,-0.0436548,-0.047794715,-0.04544414,-0.046202287
30034,-0.022734663,-0.021133915,-0.024984162,-0.02407647,-0.022718497
30035,-0.009919446,-0.00994722,-0.00957243,-0.012044591,-0.011412963
30036,-0.0355616,-0.032753304,-0.036215734,-0.036687918,-0.035899937
30037,-0.05369249,-0.048748456,-0.054840412,-0.054117635,-0.052037098
30038,-0.048601605,-0.046073563,-0.046006598,-0.04947858,-0.047076266
30039,-0.022472277,-0.02118364,-0.021445535,-0.022696123,-0.021656081
30040,-0.011616528,-0.011653595,-0.014278889,-0.011387873,-0.013829067
30041,-0.033123508,-0.03270103,-0.03420575,-0.03285543,-0.033834003
30042,-0.052897163,-0.053416774,-0.054175206,-0.05110407,-0.05504199
30043,-0.0486554,-0.048236847,-0.048769906,-0.04841967,-0.049869426
30044,-0.016013497,-0.01607235,-0.01587268,-0.016236596,-0.018516522
30045,-0.010532981,-0.012034681,-0.008995261,-0.010059558,-0.012247272
30046,-0.03168802,-0.032881387,-0.030672166,-0.032993294,-0.03153418
30047,-0.051834326,-0.053704835,-0.05447455,-0.053912126,-0.053203702
30048,-0.04797304,-0.048826113,-0.04971882,-0.049749613,-0.04787694
30049,-0.014469013,-0.013605516,-0.014739595,-0.013840774,-0.015047025
30050,-0.010160327,-0.009450048,-0.010481417,-0.010566368,-0.0104741305
30051,-0.03294842,-0.02952616,-0.032166116,-0.03192814,-0.032480855
30052,-0.05865779,-0.052819528,-0.05428701,-0.056268644,-0.05805724
30053,-0.05193235,-0.05093128,-0.051781647,-0.054496635,-0.053587664
30054,-0.014167046,-0.01181509,-0.014932193,-0.014866505,-0.0132597685
30055,-0.008069151,-0.0040159076,-0.006027594,-0.006064959,-0.0052844062
30056,-0.031318534,-0.032067053,-0.03228236,-0.031805858,-0.031361863
30057,-0.058662504,-0.06265607,-0.06124808,-0.06049188,-0.05857435
30058,-0.04641355,-0.05039083,-0.050474852,-0.04965677,-0.04671279
30059,-0.0099618845,-0.013375713,-0.013384517,-0.012967352,-0.011574231
30060,0.0012275595,-0.0060501928,-0.0014067627,-0.0028541693,-0.001149822
30061,-0.028037237,-0.0299723,-0.028700251,-0.030690026,-0.028335303
30062,-0.06811942,-0.067152455,-0.06865081,-0.0700264,-0.06925412
30063,-0.046579078,-0.0493806,-0.047240466,-0.049039602,-0.04897119
30064,-0.010859162,-0.011784345,-0.009737894,-0.011146128,-0.011425883
30065,-0.0028172731,-0.0029114485,-0.0025805533,-0.0031299442,-0.002860397
30066,-0.026430592,-0.027666867,-0.027137741,-0.02792129,-0.029190585
30067,-0.06264608,-0.06630803,-0.062418945,-0.06446433,-0.06494669
30068,-0.052122306,-0.050173216,-0.049285427,-0.051376984,-0.049849793
30069,-0.007993098,-0.00795909,-0.0070592016,-0.009084476,-0.009286775
30070,0.007594496,0.0048665553,0.007369727,0.0050474405,0.0053827204
30071,-0.031998273,-0.030475542,-0.029882751,-0.0316568,-0.03128721
30072,-0.05783453,-0.058226705,-0.056398273,-0.057502173,-0.059021473
30073,-0.049194813,-0.050653562,-0.049961194,-0.05044368,-0.052457005
30074,-0.008157954,-0.008984797,-0.0075632483,-0.008090764,-0.009620264
30075,0.015073597,0.016487055,0.018214636,0.015399009,0.017070688
30076,-0.031066526,-0.031061515,-0.03038292,-0.029880695,-0.03245132
30077,-0.06373823,-0.064286664,-0.064467974,-0.06170583,-0.06873781
30078,-0.050124124,-0.05227895,-0.050174125,-0.05034361,-0.05489418
30079,-0.004234448,-0.0057868958,-0.004700117,-0.0041382685,-0.008234188
30080,0.009955928,0.010698512,0.008725613,0.010099515,0.006571606
30081,-0.026180282,-0.029125363,-0.029005118,-0.027352467,-0.030193567
30082,-0.06103897,-0.064414464,-0.06167383,-0.06287175,-0.064116426
30083,-0.0539852,-0.055645477,-0.053757317,-0.05485785,-0.055915587
30084,0.002756415,-0.0007100012,0.00020749867,-0.00082765333,-0.0002018176
30085,0.014162563,0.008699246,0.010069996,0.0071300194,0.009024724
30086,-0.024202108,-0.027049415,-0.0279003,-0.030210473,-0.029088683
30087,-0.06065964,-0.06242352,-0.063585445,-0.06497513,-0.063560575
30088,-0.052504763,-0.05532277,-0.05549226,-0.056096368,-0.05426757
30089,0.0029730368,0.0008895844,0.00088854926,-0.00095980987,0.002527807
30090,0.009700388,0.007659413,0.007348962,0.0067262203,0.010209784
30091,-0.027107844,-0.028905302,-0.02994334,-0.030178297,-0.025621932
30092,-0.062493216,-0.06659987,-0.06815311,-0.06939219,-0.0608381
30093,-0.05528892,-0.05797448,-0.05929116,-0.060390692,-0.05364484
30094,0.0015743338,0.0015294403,0.0006861836,0.00014090352,0.0026050583
30095,0.013090916,0.011557132,0.010729454,0.011129282,0.012712151
30096,-0.025407143,-0.027423419,-0.02854231,-0.028236315,-0.02561146
30097,-0.065295905,-0.06861521,-0.07023656,-0.070267245,-0.06455988
30098,-0.053464577,-0.05472208,-0.054818995,-0.054574564,-0.05351459
30099,0.0021910965,-0.00066407025,0.0019180924,0.0011679903,0.0016908366
30100,0.021193288,0.017565485,0.01979322,0.013724633,0.020606963
30101,-0.025010545,-0.028525501,-0.025278382,-0.028894063,-0.025526013
30102,-0.079662316,-0.08427191,-0.08475713,-0.080581315,-0.07908918
30103,-0.047897637,-0.051588044,-0.052592665,-0.050643846,-0.04892829
30104,0.0013445467,-0.0023372024,0.00075772405,-0.0006477088,-0.0009738654
30105,0.009648234,0.008806959,0.009120792,0.008377045,0.008213326
30106,-0.021917015,-0.024061158,-0.025466189,-0.022966072,-0.022390299
30107,-0.07241866,-0.0746097,-0.07481601,-0.07174427,-0.07282187
30108,-0.058051325,-0.059312627,-0.057513606,-0.053831328,-0.057778522
30109,0.005818978,0.0042772964,0.0031586401,0.006538168,0.0047375895
30110,0.025752217,0.021993734,0.022401892,0.023938753,0.023143485
30111,-0.027473502,-0.03210084,-0.030032352,-0.027620658,-0.028752863
30112,-0.06152208,-0.06224516,-0.064165086,-0.062352523,-0.062305436
30113,-0.052738145,-0.0512809,-0.05465263,-0.052963927,-0.053282946
30114,0.0029595941,0.0012385547,0.00199005,0.00059357285,0.0012695938
30115,0.03756358,0.03235413,0.033297062,0.031533647,0.03371548
30116,-0.026284302,-0.026659839,-0.027352981,-0.028426148,-0.027436294
30117,-0.07627362,-0.0771708,-0.07401617,-0.07242182,-0.07301838
30118,-0.055206217,-0.056000248,-0.054731205,-0.05661705,-0.054612942
30119,0.007392168,0.007554516,0.008206144,0.0059628785,0.006699428
30120,0.02335912,0.020194799,0.022331998,0.025741935,0.023404747
30121,-0.02208247,-0.024455622,-0.023535833,-0.024332047,-0.024946824
30122,-0.06705216,-0.06865409,-0.06841665,-0.070852354,-0.06881311
30123,-0.056676775,-0.05765505,-0.055860057,-0.05888752,-0.057758674
30124,0.014887374,0.01173616,0.013314772,0.014687523,0.0140486425
30125,0.025833774,0.02393149,0.025340416,0.025465034,0.027549557
30126,-0.022654802,-0.02243518,-0.022043772,-0.024846286,-0.022491671
30127,-0.06670102,-0.06716953,-0.06784423,-0.06800139,-0.06762186
30128,-0.055224545,-0.055533525,-0.054947887,-0.055669695,-0.05593909
30129,0.014830567,0.013121106,0.012968555,0.013380375,0.012727186
30130,0.025468022,0.023240827,0.023125388,0.02443704,0.021645702
30131,-0.022228174,-0.023853607,-0.022817962,-0.021818263,-0.02383691
30132,-0.0711299,-0.07182954,-0.07014561,-0.06977874,-0.07135337
30133,-0.058915246,-0.05787406,-0.056456964,-0.056149546,-0.058285713
30134,0.013317814,0.013931767,0.015053831,0.015253827,0.01456983
30135,0.023939218,0.02518123,0.025410242,0.026098773,0.02471987
30136,-0.021434203,-0.020290188,-0.02061674,-0.021234527,-0.022540204
30137,-0.06457822,-0.06820941,-0.068110615,-0.07238957,-0.07268153
30138,-0.05331449,-0.054308333,-0.0532178,-0.05418265,-0.053583458
30139,0.01414191,0.013263084,0.013849102,0.013905451,0.014009083
30140,0.0397593,0.036871713,0.037664898,0.032053888,0.030150816
30141,-0.019352436,-0.0206354,-0.019377103,-0.0208476,-0.02106031
30142,-0.08186239,-0.08527772,-0.08428199,-0.08181888,-0.080011
30143,-0.045610458,-0.04687327,-0.04578361,-0.045483164,-0.04577808
30144,0.009022847,0.009147376,0.010361508,0.010033295,0.009194553
30145,0.020982608,0.017905116,0.020706445,0.019944832,0.020630747
30146,-0.01588402,-0.018193915,-0.014758863,-0.017382361,-0.015783966
30147,-0.07729417,-0.077220716,-0.074317604,-0.07530105,-0.076342836
30148,-0.05662874,-0.057257466,-0.056402806,-0.056547876,-0.056471653
30149,0.016777292,0.018163733,0.017726041,0.017457992,0.019457255
30150,0.036791712,0.038574047,0.037274573,0.038611062,0.03589277
30151,-0.022977665,-0.023285583,-0.023361579,-0.022911146,-0.024339229
30152,-0.06263563,-0.06310676,-0.061328486,-0.060681015,-0.058117524
30153,-0.050737843,-0.05202733,-0.051479146,-0.05010408,-0.047602594
30154,0.010480672,0.008998841,0.00856258,0.009585112,0.0106898695
30155,0.048457585,0.046566013,0.04821263,0.04312116,0.044994466
30156,-0.02217976,-0.021366876,-0.020515475,-0.02112028,-0.01902569
30157,-0.07689847,-0.072986566,-0.07703637,-0.07138439,-0.07363563
30158,-0.054554194,-0.052722275,-0.053328246,-0.0544005,-0.0526784
30159,0.016141042,0.018311903,0.017083213,0.01783833,0.019518465
30160,0.03597647,0.039496407,0.03357221,0.03817913,0.03502518
30161,-0.018306479,-0.016462222,-0.020336896,-0.01787451,-0.017800346
30162,-0.06763316,-0.06701808,-0.06890176,-0.068507574,-0.06737636
30163,-0.055308536,-0.053603202,-0.05719708,-0.05452254,-0.053174227
30164,0.022485122,0.023927024,0.019862015,0.024770254,0.021771595
30165,0.035703525,0.034237713,0.0371743,0.038110875,0.03615328
30166,-0.017835908,-0.016647745,-0.020124175,-0.015884608,-0.016846973
30167,-0.06747199,-0.065930456,-0.07258116,-0.067482814,-0.070625484
30168,-0.0550579,-0.05573675,-0.055630405,-0.05511436,-0.055433348
30169,0.022094555,0.023901537,0.021451645,0.02354987,0.022904925
30170,0.03324946,0.03471362,0.03364764,0.03576529,0.036210977
30171,-0.018857762,-0.016977713,-0.018339206,-0.015526272,-0.016363025
30172,-0.072983384,-0.07119244,-0.06848991,-0.07280971,-0.06888961
30173,-0.058586884,-0.057258688,-0.056027602,-0.057363804,-0.05617987
30174,0.022372093,0.02388532,0.021839023,0.026587542,0.020892471
30175,0.03533773,0.034116104,0.036081873,0.036924202,0.034443736
30176,-0.016133666,-0.019010775,-0.01726371,-0.017070383,-0.017250039
30177,-0.070761986,-0.07436675,-0.07064995,-0.07493931,-0.0706462
30178,-0.05256833,-0.056179307,-0.05620789,-0.05389099,-0.054116867
30179,0.021649458,0.01920268,0.018190438,0.02088099,0.020138275
30180,0.04488832,0.04240379,0.040858433,0.041195072,0.045188498
30181,-0.015326444,-0.016897528,-0.018363103,-0.015930178,-0.015638597
30182,-0.08496939,-0.08609755,-0.08413298,-0.08511011,-0.08740496
30183,-0.044478074,-0.045256242,-0.045046523,-0.045056656,-0.045269504
30184,0.016934618,0.01617752,0.0154955685,0.017084584,0.018720642
30185,0.02897875,0.024934202,0.024119854,0.028200552,0.028596506
30186,-0.011679232,-0.012538865,-0.012015507,-0.013498843,-0.011935785
30187,-0.07590034,-0.07683515,-0.0751226,-0.081495434,-0.07719612
30188,-0.05610752,-0.057655696,-0.05766929,-0.05735869,-0.055963777
30189,0.025402632,0.025814997,0.023685353,0.025521088,0.024466997
30190,0.047652233,0.047176242,0.045980528,0.040509745,0.0439225
30191,-0.019127548,-0.019311458,-0.019447088,-0.023781568,-0.020587653
30192,-0.05846578,-0.05951059,-0.061303243,-0.059402347,-0.0602632
30193,-0.047435954,-0.0479037,-0.05205363,-0.048091605,-0.050499648
30194,0.015726298,0.0146887,0.0144236535,0.0123627335,0.015725538
30195,0.051931016,0.054319732,0.05524297,0.053247966,0.058279417
30196,-0.01680563,-0.016107665,-0.019006385,-0.015326312,-0.017117761
30197,-0.073579684,-0.074535854,-0.07511119,-0.07891448,-0.07747409
30198,-0.053604763,-0.05190073,-0.05144672,-0.053724207,-0.05124166
30199,0.024187036,0.024805397,0.023364767,0.024630442,0.023652285
30200,0.04378608,0.044789314,0.04326938,0.04006824,0.040301412
30201,-0.013689429,-0.013067454,-0.013438478,-0.017529681,-0.016225994
30202,-0.06882407,-0.067380935,-0.0686827,-0.0688588,-0.06783908
30203,-0.05522106,-0.054233797,-0.054282278,-0.054338068,-0.053453565
30204,0.030063871,0.031564217,0.03260137,0.022597004,0.025428789
30205,0.043402202,0.044953942,0.048994236,0.037419863,0.03976391
30206,-0.0145693645,-0.015688054,-0.013497297,-0.016563904,-0.016215298
30207,-0.068171166,-0.06888296,-0.07016254,-0.07249326,-0.07057571
30208,-0.054406628,-0.05352831,-0.053738028,-0.057980716,-0.05539963
30209,0.028276473,0.030038994,0.025858697,0.025058344,0.025339656
30210,0.042692035,0.04160089,0.041219737,0.038579248,0.04010711
30211,-0.011884272,-0.014494088,-0.015861662,-0.018058762,-0.0163058
30212,-0.07286266,-0.06887813,-0.07123147,-0.07367807,-0.07477625
30213,-0.0547159,-0.054041356,-0.053879388,-0.056838077,-0.05636102
30214,0.031699296,0.02825027,0.026615925,0.026814459,0.027973935
30215,0.0399547,0.041912377,0.040505797,0.040204644,0.038882867
30216,-0.014093578,-0.013279453,-0.013078824,-0.014909983,-0.015620068
30217,-0.06882019,-0.07309927,-0.06719291,-0.07225436,-0.06992385
30218,-0.049666956,-0.05566118,-0.053180844,-0.054750472,-0.052249447
30219,0.028543402,0.024951108,0.027680002,0.0251825,0.024176724
30220,0.053660125,0.048934072,0.05414319,0.04883931,0.05166939
30221,-0.012155101,-0.016296415,-0.01422574,-0.013376571,-0.015361264
30222,-0.08341348,-0.08452322,-0.08233809,-0.083276905,-0.09106642
30223,-0.040817216,-0.043153986,-0.041034877,-0.04340577,-0.04350537
30224,0.020652905,0.017901078,0.019551665,0.020440727,0.022632852
30225,0.03436002,0.03271742,0.031974614,0.03282246,0.03422369
30226,-0.008175775,-0.008051068,-0.0051406473,-0.0076933205,-0.00954935
30227,-0.077237174,-0.076746136,-0.074250415,-0.07806866,-0.075837284
30228,-0.05474995,-0.057010856,-0.057454675,-0.054698627,-0.054836527
30229,0.0310347,0.029900707,0.031084497,0.0319497,0.029400352
30230,0.050625306,0.05262115,0.051508527,0.051027782,0.0506874
30231,-0.01958561,-0.01828786,-0.019625798,-0.01794532,-0.020267263
30232,-0.059699476,-0.059275717,-0.059005767,-0.060156718,-0.060189635
30233,-0.047574967,-0.04730828,-0.046569765,-0.047696263,-0.048584253
30234,0.018853143,0.018625528,0.017031714,0.018157572,0.016903475
30235,0.05969967,0.060110874,0.057402693,0.061455034,0.057118148
30236,-0.013859068,-0.012565892,-0.012002833,-0.013824772,-0.014224682
30237,-0.0743248,-0.07298374,-0.07408024,-0.078701146,-0.075817876
30238,-0.05167783,-0.049885675,-0.050277803,-0.053197645,-0.051839817
30239,0.029186502,0.029782072,0.03033644,0.026873976,0.028718822
30240,0.050002486,0.049494565,0.047666773,0.04566081,0.04560618
30241,-0.011947602,-0.011808187,-0.011927351,-0.014056385,-0.014338702
30242,-0.06577186,-0.06454292,-0.06855978,-0.06947753,-0.0685415
30243,-0.052656837,-0.052345432,-0.053724006,-0.057119034,-0.053307503
30244,0.030584846,0.03227347,0.030723186,0.030078145,0.03106084
30245,0.04768906,0.05031166,0.044858977,0.050190683,0.04563542
30246,-0.011080503,-0.01253818,-0.0106012,-0.014080763,-0.012996361
30247,-0.06910594,-0.069125354,-0.06740984,-0.07165504,-0.06924302
30248,-0.055100072,-0.05284685,-0.05476547,-0.052371934,-0.054274585
30249,0.031769775,0.031784605,0.03050084,0.031127235,0.03155082
30250,0.0435962,0.044283763,0.046381008,0.045481272,0.044955418
30251,-0.013886392,-0.010390386,-0.012879465,-0.013537891,-0.012284353
30252,-0.071000904,-0.06919168,-0.07187843,-0.06999254,-0.071553364
30253,-0.05543587,-0.055230457,-0.053385742,-0.05352006,-0.056574896
30254,0.034087393,0.031843856,0.029984266,0.030954026,0.031825885
30255,0.047374062,0.04483673,0.042260826,0.04508032,0.04347668
30256,-0.011973873,-0.012035698,-0.012767166,-0.012920946,-0.014569938
30257,-0.07180728,-0.073427476,-0.07060475,-0.070835054,-0.070194736
30258,-0.051330745,-0.05144313,-0.05382803,-0.054385006,-0.052852474
30259,0.02953384,0.0295261,0.028629715,0.028261451,0.028363883
30260,0.052297242,0.051684264,0.05333191,0.053263977,0.053494375
30261,-0.01036606,-0.0113540655,-0.011710994,-0.013114668,-0.012216613
30262,-0.084043555,-0.0868393,-0.08330661,-0.08403827,-0.08283548
30263,-0.040616542,-0.043772385,-0.040845826,-0.04156412,-0.04173751
30264,0.026220426,0.024425924,0.024452746,0.022275954,0.021109328
30265,0.03559597,0.03753315,0.032902926,0.03144428,0.0329289
30266,-0.0068302155,-0.0062876046,-0.0058713034,-0.0060718656,-0.006916702
30267,-0.07644962,-0.07749745,-0.07669434,-0.07515027,-0.07802577
30268,-0.05573593,-0.05371743,-0.05853674,-0.058222976,-0.057653233
30269,0.03441167,0.035071537,0.033653036,0.03517106,0.033332884
30270,0.05555501,0.055852134,0.053342782,0.057577416,0.051263534
30271,-0.017154023,-0.01605694,-0.018980637,-0.01721014,-0.020749561
30272,-0.058588967,-0.059208393,-0.058283925,-0.058315307,-0.05936122
30273,-0.047611102,-0.04847902,-0.045280993,-0.045115173,-0.047216877
30274,0.019723758,0.021891668,0.022237211,0.020230584,0.01731281
30275,0.060540147,0.06578344,0.06192872,0.0615388,0.05798681
30276,-0.0133114755,-0.013223382,-0.010992974,-0.012999464,-0.012899734
30277,-0.073683426,-0.077101715,-0.07269805,-0.07677834,-0.07726328
30278,-0.051777333,-0.050904587,-0.050480045,-0.04997713,-0.05089174
30279,0.03082247,0.031486705,0.03162763,0.031651244,0.03135705
30280,0.05239941,0.050382107,0.050190933,0.04895945,0.047057524
30281,-0.010734558,-0.012244061,-0.012244478,-0.012722164,-0.010775015
30282,-0.0692183,-0.06898563,-0.06986432,-0.068816885,-0.06932974
30283,-0.05591087,-0.053674772,-0.054442927,-0.05358732,-0.053497538
30284,0.03424383,0.03369529,0.033682793,0.034800775,0.03403847
30285,0.05003743,0.05122883,0.04867071,0.048956577,0.04574029
30286,-0.011043362,-0.010357857,-0.010299854,-0.011768006,-0.013017621
30287,-0.06710969,-0.06873802,-0.06663747,-0.0678738,-0.07006501
30288,-0.05322425,-0.052129418,-0.052170046,-0.053640716,-0.05534457
30289,0.032791525,0.032869034,0.034127757,0.033085395,0.031402227
30290,0.04701256,0.047261633,0.047327325,0.046389,0.046380386
30291,-0.011726424,-0.0108969025,-0.011870384,-0.011776477,-0.011673048
30292,-0.07462434,-0.06996785,-0.07215984,-0.07141222,-0.07111251
30293,-0.059633613,-0.05467681,-0.054918353,-0.054254662,-0.053370804
30294,0.031764522,0.033321112,0.031615116,0.03286498,0.035068642
30295,0.046450756,0.048665315,0.04413839,0.043880966,0.047481887
30296,-0.011094391,-0.010771528,-0.011743352,-0.013355628,-0.010481276
30297,-0.068633884,-0.072957814,-0.072051674,-0.072996125,-0.06940128
30298,-0.053188644,-0.053775683,-0.054415703,-0.05466696,-0.05135873
30299,0.03079667,0.028905444,0.029094908,0.027827293,0.030620798
30300,0.058626384,0.0529792,0.055447362,0.053508557,0.058422364
30301,-0.011172969,-0.011996955,-0.0133728795,-0.01366986,-0.009034276
30302,-0.08439707,-0.09066039,-0.0862312,-0.08997892,-0.08578378
30303,-0.040200695,-0.046149254,-0.04223585,-0.043624103,-0.04041496
30304,0.025917515,0.02661182,0.021692142,0.025438532,0.026615754
30305,0.039030567,0.039073348,0.034745097,0.035265982,0.038003057
30306,-0.0017188191,-0.005248919,-0.004427299,-0.0036019161,-0.005027652
30307,-0.07606003,-0.076582685,-0.07382043,-0.075304024,-0.07443109
30308,-0.05464858,-0.051990632,-0.056072906,-0.05497147,-0.055004194
30309,0.036269646,0.034945227,0.03481605,0.03595532,0.033977754
30310,0.055690743,0.05639664,0.058337584,0.0542387,0.05651802
30311,-0.014632106,-0.015117586,-0.018055916,-0.018609256,-0.016876146
30312,-0.05523263,-0.06015238,-0.06063865,-0.059891507,-0.05761996
30313,-0.041888833,-0.04741694,-0.04486853,-0.04554078,-0.044990525
30314,0.02428794,0.02485463,0.018943042,0.0208918,0.022989765
30315,0.06869282,0.06949107,0.05844573,0.06293863,0.06285332
30316,-0.009797335,-0.011546478,-0.012400232,-0.011913437,-0.010413773
30317,-0.08004105,-0.07687734,-0.07910848,-0.075559944,-0.074102774
30318,-0.051654875,-0.050033983,-0.053739816,-0.051961854,-0.050959684
30319,0.031618208,0.031948477,0.03179343,0.031882063,0.03195629
30320,0.04922858,0.050631523,0.049148664,0.054059535,0.048909172
30321,-0.011617497,-0.011159241,-0.011897862,-0.010067552,-0.012282968
30322,-0.066760466,-0.06864252,-0.068836965,-0.06732867,-0.06798005
30323,-0.053246148,-0.05417949,-0.054408103,-0.052409742,-0.052808333
30324,0.032647647,0.03362446,0.03358718,0.033262078,0.0329528
30325,0.05118321,0.049484562,0.052220818,0.047105037,0.049916245
30326,-0.011345141,-0.010929633,-0.011445438,-0.011846162,-0.01131846
30327,-0.071579814,-0.07019811,-0.07204825,-0.0704926,-0.07034752
30328,-0.054682385,-0.05499994,-0.05460552,-0.057012208,-0.05375893
30329,0.032772835,0.034890838,0.031186994,0.032763816,0.032056794
30330,0.048986778,0.047085777,0.0477747,0.048789293,0.048664488
30331,-0.01045078,-0.0129947215,-0.012158945,-0.011304766,-0.011013344
30332,-0.07225746,-0.072624914,-0.07292034,-0.073876396,-0.07430727
30333,-0.055495,-0.05501652,-0.05321077,-0.0563099,-0.05703261
30334,0.033143297,0.0349383,0.031921953,0.03404464,0.031806827
30335,0.046904713,0.046864048,0.045461528,0.047038496,0.044963136
30336,-0.010645166,-0.012558013,-0.01031962,-0.011913195,-0.012428671
30337,-0.06928162,-0.07516122,-0.072387144,-0.07290846,-0.07022802
30338,-0.050974846,-0.052165657,-0.054802224,-0.054283485,-0.054685295
30339,0.031208813,0.030262217,0.029705986,0.029898748,0.02984963
30340,0.059678033,0.05284828,0.055393454,0.05574481,0.058295496
30341,-0.010645113,-0.009282027,-0.01454388,-0.010102735,-0.011875898
30342,-0.091304466,-0.08951615,-0.087598346,-0.086417615,-0.086467296
30343,-0.044469476,-0.045181528,-0.04178548,-0.0429724,-0.041099787
30344,0.025886595,0.02812557,0.022900283,0.02577804,0.025692284
30345,0.040077448,0.03877352,0.03400758,0.03702666,0.036408037
30346,-0.0042399615,-0.0057303905,-0.006080061,-0.004753068,-0.0031318069
30347,-0.07595138,-0.08033222,-0.07763867,-0.08026391,-0.074519634
30348,-0.054383516,-0.055887364,-0.058262922,-0.056757882,-0.056445196
30349,0.034551844,0.034855902,0.035491705,0.03674093,0.037556037
30350,0.05720701,0.054331742,0.056443423,0.053785883,0.056954563
30351,-0.016775362,-0.017680883,-0.018032745,-0.016233236,-0.017612897
30352,-0.05950223,-0.060757846,-0.0581325,-0.056292564,-0.056624576
30353,-0.045818597,-0.04698366,-0.04439932,-0.04605502,-0.045589402
30354,0.025018007,0.021989986,0.02083546,0.019949615,0.021361366
30355,0.06961934,0.06483686,0.06441269,0.06530605,0.062733606
30356,-0.010866395,-0.011795342,-0.011704415,-0.011743261,-0.010864772
30357,-0.07948896,-0.07658811,-0.08309554,-0.08135298,-0.07920007
30358,-0.05122108,-0.0523602,-0.054190047,-0.052031063,-0.05324969
30359,0.033390716,0.031835616,0.0322953,0.03259392,0.033875376
30360,0.051852345,0.052936524,0.049496263,0.0497043,0.04983838
30361,-0.008851826,-0.009996891,-0.011131495,-0.010501593,-0.010989383
30362,-0.06588869,-0.06784625,-0.06817532,-0.068110585,-0.06712948
30363,-0.052466594,-0.052243553,-0.05348982,-0.05286838,-0.04953151
30364,0.036328427,0.034295253,0.034242768,0.034081414,0.034249574
30365,0.05458574,0.04965711,0.052040063,0.051182117,0.049409088
30366,-0.010002568,-0.008378319,-0.008930564,-0.01080339,-0.0085673705
30367,-0.07005724,-0.06833332,-0.06987158,-0.071575016,-0.069399014
30368,-0.051870108,-0.054886177,-0.053460997,-0.054144524,-0.05329901
30369,0.03629853,0.03423052,0.036340654,0.03249029,0.035206124
30370,0.050411046,0.051821247,0.0518894,0.049950883,0.05195257
30371,-0.009918187,-0.008467311,-0.0091557205,-0.011289386,-0.010431126
30372,-0.06994924,-0.07385768,-0.06886804,-0.07142824,-0.072031006
30373,-0.055154227,-0.056131404,-0.053073198,-0.05415865,-0.052743685
30374,0.03285051,0.036675267,0.034366354,0.03266579,0.03185072
30375,0.04992363,0.049172364,0.049563468,0.048892364,0.046003267
30376,-0.008411795,-0.010138884,-0.009464189,-0.00924325,-0.00826174
30377,-0.07215658,-0.067733586,-0.0706628,-0.06836849,-0.06792718
30378,-0.051723927,-0.052296855,-0.05180289,-0.05395078,-0.051727846
30379,0.03225386,0.03139358,0.032075122,0.031643532,0.031673804
30380,0.05645078,0.06353202,0.059038233,0.05931261,0.06419732
