unique_id,ds,RNN-median,RNN-lo-90,RNN-lo-80,RNN-hi-80,RNN-hi-90
H1,8130,0.06894286,0.066905946,0.06732692,0.07283227,0.072278604
H1,8131,0.06240736,0.05542537,0.06159119,0.06422222,0.0658647
H1,8132,0.06726666,0.061237693,0.06287143,0.06840193,0.068670064
H1,8133,0.05476899,0.05496796,0.05430047,0.06137825,0.06302819
H1,8134,0.0651415,0.06305745,0.06265831,0.06954996,0.07027791
H1,8135,0.06660122,0.06219168,0.0633686,0.069496825,0.0694041
H1,8136,0.0590644,0.054304168,0.05594398,0.062612966,0.06313139
H1,8137,0.06806533,0.06392522,0.06810734,0.07004856,0.07704648
H1,8138,0.06634115,0.06077768,0.06422173,0.069406144,0.0668215
H1,8139,0.067637816,0.064163074,0.06371896,0.068439186,0.071021356
H1,8140,0.057464376,0.05538725,0.051856723,0.06008863,0.062237673
H1,8141,0.059155717,0.05698579,0.056897182,0.06348579,0.065053046
H1,8142,0.05540635,0.053263407,0.053625695,0.058849033,0.05836438
H1,8143,0.04529847,0.044100113,0.04190747,0.047079474,0.04981114
H1,8144,0.06188123,0.0603787,0.05832267,0.063870445,0.06586645
H1,8145,0.06777779,0.064938545,0.062089168,0.067853734,0.070353955
H1,8146,0.060020328,0.053226694,0.060757343,0.06341004,0.06331046
H1,8147,0.053251583,0.047719344,0.05025376,0.058325447,0.05740296
H1,8148,0.054316778,0.052703362,0.05390567,0.05630979,0.060395684
H1,8149,0.050804734,0.048680767,0.046471417,0.05472004,0.05662989
H1,8150,0.05660794,0.05462963,0.05533091,0.060318455,0.06087167
H1,8151,0.049841806,0.048416026,0.044678923,0.053340886,0.055648915
H1,8152,0.04794328,0.048023276,0.04661815,0.046663653,0.052439243
H1,8153,0.061654087,0.057779297,0.05652057,0.06321394,0.06235248
H1,8154,0.042416487,0.040700413,0.040473,0.044443853,0.04490848
H1,8155,0.051387694,0.047307417,0.049253043,0.053461395,0.056568053
H1,8156,0.04435592,0.040867083,0.043580744,0.047959745,0.04955164
H1,8157,0.05135696,0.04552928,0.04626134,0.05636109,0.055543143
H1,8158,0.05118485,0.05099278,0.047324017,0.053407468,0.055724148
H1,8159,0.04610814,0.04292503,0.043777443,0.049844805,0.04811915
H1,8160,0.03030822,0.023562817,0.024177385,0.029714575,0.033269636
H1,8161,0.0322417,0.029163443,0.029186744,0.033472873,0.037044667
H1,8162,0.0505088,0.045568563,0.047826678,0.05368032,0.054521535
H1,8163,0.049495943,0.045681696,0.046492476,0.052910764,0.054820735
H1,8164,0.04493826,0.041473795,0.040487226,0.046834476,0.047012687
H1,8165,0.047895443,0.047264412,0.044595767,0.05061997,0.052483656
H1,8166,0.038595308,0.035791684,0.033462573,0.040655985,0.046011157
H1,8167,0.0439886,0.04120273,0.039140187,0.047628745,0.04880055
H1,8168,0.041960664,0.037721194,0.04203099,0.04209491,0.046157874
H1,8169,0.031756178,0.02996559,0.028626135,0.034443595,0.04080857
H1,8170,0.044031847,0.041230857,0.03889267,0.048322253,0.04676321
H1,8171,0.041946918,0.038586874,0.04149525,0.046777472,0.04889795
H1,8172,0.026841119,0.019893263,0.020051958,0.022248311,0.02820237
H1,8173,0.048291303,0.0429048,0.044155404,0.048522606,0.050625972
H1,8174,0.040552393,0.040039863,0.03592751,0.04295815,0.045371316
H1,8175,0.042037677,0.03916355,0.037142493,0.043162286,0.043172553
H1,8176,0.038482845,0.035659883,0.0342489,0.041861515,0.04268676
H1,8177,0.038461395,0.03553816,0.035779316,0.04271796,0.04391537
H1,8178,0.03193739,0.031941377,0.033478677,0.03858809,0.034190375
H1,8179,0.027001733,0.023258282,0.023653474,0.029158209,0.0312171
H1,8180,0.03813124,0.03590537,0.035301596,0.041578867,0.04092431
H1,8181,0.038862288,0.03573563,0.035211716,0.042938568,0.04528179
H1,8182,0.044447422,0.037099674,0.044724062,0.046060294,0.045976117
H1,8183,0.026646808,0.02135332,0.026249878,0.031854413,0.027628012
H1,8184,0.027097173,0.022401994,0.023903862,0.028386727,0.033870436
H1,8185,0.040762205,0.034755714,0.035934452,0.04402467,0.04160607
H1,8186,0.0328097,0.030959152,0.033680927,0.038702928,0.041514307
H1,8187,0.029158302,0.026918877,0.027819354,0.030578153,0.031882547
H1,8188,0.03139364,0.02723554,0.030275203,0.030204568,0.033882502
H1,8189,0.025490096,0.020707374,0.028284628,0.035237096,0.028833758
H1,8190,0.035306,0.033266827,0.033914953,0.038479947,0.040604915
H1,8191,0.038792156,0.039120242,0.036297813,0.041674852,0.04458855
H1,8192,0.036754236,0.03557612,0.034923762,0.042745855,0.041393843
H1,8193,0.031628016,0.02615574,0.029422514,0.0334846,0.03232614
H1,8194,0.02710693,0.02468862,0.025493119,0.025696484,0.030821353
H1,8195,0.037843876,0.033893965,0.03639447,0.03820137,0.03838405
H1,8196,0.031002235,0.027250227,0.031935267,0.033740237,0.032308374
H1,8197,0.031764288,0.031225488,0.030062862,0.0308528,0.0345353
H1,8198,0.024834514,0.021809848,0.024914071,0.027695851,0.028823538
H1,8199,0.03223346,0.026855662,0.03139489,0.031540036,0.032316603
H1,8200,0.027075812,0.02388295,0.026676534,0.032237243,0.032790758
H1,8201,0.014996497,0.014687601,0.014795477,0.020854475,0.021122992
H1,8202,0.024255136,0.022569133,0.021060584,0.02346846,0.02626504
H1,8203,0.021002915,0.017952953,0.019106245,0.017055713,0.023447651
H1,8204,0.030255113,0.026240926,0.02933854,0.031835936,0.032442745
H1,8205,0.020410284,0.014844334,0.019317184,0.022500258,0.02468701
H1,8206,0.01930127,0.015871162,0.019787928,0.021526376,0.021931674
H1,8207,0.029585347,0.022471525,0.029902846,0.030003153,0.03284083
H1,8208,0.021454861,0.017645583,0.022376543,0.023408644,0.028273748
H1,8209,0.024064753,0.023387738,0.022845594,0.028284568,0.0315111
H1,8210,0.027528558,0.026201012,0.024525568,0.027174938,0.029905224
H1,8211,0.024928171,0.019654226,0.024095306,0.026882302,0.025317786
H1,8212,0.023793295,0.021350455,0.02683879,0.028722538,0.027370576
H1,8213,0.031315636,0.029040352,0.029747177,0.031918667,0.031136118
H1,8214,0.016683003,0.012860391,0.015689407,0.012488071,0.020514831
H1,8215,0.025900435,0.017170927,0.022935936,0.03058834,0.030016959
H1,8216,0.01969736,0.022635948,0.021673648,0.027737409,0.027171005
H1,8217,0.021628242,0.01889942,0.022320334,0.030537954,0.02871171
H1,8218,0.017423943,0.015128834,0.014718423,0.020274393,0.024139997
H1,8219,0.02744265,0.025949284,0.023983816,0.028858276,0.03066671
H1,8220,0.021384612,0.02369588,0.021223987,0.029845867,0.025483195
H1,8221,0.01913797,0.01185051,0.016600061,0.016322395,0.020097908
H1,8222,0.03293477,0.026238214,0.028378047,0.034265883,0.03206615
H1,8223,0.026273366,0.027810365,0.025334913,0.031244643,0.027700175
H1,8224,0.021598114,0.020095559,0.019069258,0.026878644,0.024634467
H1,8225,0.024512686,0.022406658,0.023479676,0.025729202,0.02828782
H1,8226,0.026316589,0.02211692,0.022205448,0.026900358,0.031156711
H1,8227,0.029824635,0.026722979,0.026126109,0.028284768,0.030448318
H1,8228,0.026032716,0.022191763,0.022472996,0.026125679,0.030558825
H1,8229,0.017269416,0.015356268,0.015743988,0.019960914,0.020307261
H1,8230,0.01367595,0.010944484,0.013262894,0.01306443,0.018529452
H1,8231,0.01501794,0.012761373,0.012904432,0.020671772,0.019373603
H1,8232,0.013991401,0.0064147282,0.012567129,0.014826113,0.012470026
H1,8233,0.017812654,0.013236048,0.0178864,0.019325111,0.022032257
H1,8234,0.008979064,0.012896549,0.011202473,0.01741674,0.018144285
H1,8235,0.022519898,0.019307462,0.01847046,0.02452274,0.02482874
H1,8236,0.015950235,0.01282982,0.0132607035,0.02092211,0.022036387
H1,8237,0.013928724,0.012086576,0.01062578,0.011266663,0.01720497
H1,8238,0.008140329,0.005483768,0.009106097,0.010582829,0.015052946
H1,8239,0.020320501,0.020192077,0.020082042,0.027227353,0.02554844
H1,8240,0.008633284,-0.0022292119,0.004536636,0.0058264257,0.004053753
H1,8241,0.01067801,0.009533401,0.013306376,0.018262213,0.016318819
H1,8242,0.024792477,0.019746095,0.024958417,0.026608752,0.027234297
H1,8243,0.008525063,0.008089205,0.0075847115,0.012755495,0.012122441
H1,8244,0.010493916,0.0044922587,0.0051700966,0.010217661,0.010533933
H1,8245,0.0044019865,0.0047842255,0.0016155317,0.0062004635,0.007969752
H1,8246,0.014817205,0.0081584295,0.009251972,0.016319098,0.0204774
H1,8247,0.01879141,0.018147366,0.015848575,0.02410648,0.022821723
H1,8248,0.01272741,0.010014245,0.007434274,0.014716014,0.018521281
H1,8249,0.015455611,0.011342064,0.011658748,0.01853476,0.020520959
H1,8250,0.02042819,0.015866097,0.017437275,0.022428036,0.022851467
H1,8251,0.016596703,0.010424636,0.013156725,0.015724367,0.01803874
H1,8252,0.019933434,0.019363241,0.018524423,0.02002678,0.021320898
H1,8253,0.017888505,0.01706125,0.013525149,0.018940289,0.020544361
H1,8254,0.013603689,0.010265089,0.0105585875,0.010052653,0.01616863
H1,8255,0.018705796,0.013106521,0.01563897,0.017092235,0.018465785
H1,8256,0.02154793,0.020605505,0.021833092,0.025817864,0.029606551
H1,8257,0.019939065,0.017666753,0.017559923,0.021877391,0.02274132
H1,8258,0.012134623,0.011190973,0.00809196,0.013155409,0.017263401
H1,8259,0.017414384,0.013461549,0.011530213,0.018395327,0.021796351
H1,8260,0.009709927,0.010172401,0.006274808,0.014975255,0.016128078
H1,8261,0.019353822,0.012756239,0.016219001,0.021558495,0.01868537
H1,8262,0.014219784,0.008684626,0.012854932,0.018655408,0.015072906
H1,8263,0.017445398,0.011998469,0.013266988,0.022192162,0.019947747
H1,8264,0.020674082,0.019694628,0.018642483,0.023303656,0.021653436
H1,8265,0.011751486,0.0076534925,0.010991402,0.017006075,0.017607724
H1,8266,0.01680681,0.016513966,0.013314344,0.01668878,0.020061545
H1,8267,0.021719672,0.0186139,0.019001486,0.02355082,0.022843644
H1,8268,0.019184401,0.0139844045,0.015108652,0.023520187,0.021205045
H1,8269,0.016279228,0.011535232,0.013465766,0.019769438,0.01813256
H1,8270,0.0035283007,0.00023204274,0.0037756553,0.008756121,0.00770697
H1,8271,0.01642004,0.014907776,0.012058026,0.018546924,0.017728806
H1,8272,0.022161536,0.01878328,0.02105509,0.024717424,0.026317524
H1,8273,0.020555487,0.01748072,0.018810853,0.023146199,0.023999954
H1,8274,0.015178312,0.004498463,0.013460407,0.018910898,0.020388521
H1,8275,0.010375906,0.005717404,0.005537482,0.008308355,0.01163478
H1,8276,0.012506184,0.009937812,0.008421637,0.013347127,0.0177169
H1,8277,0.014010376,0.008008235,0.008469377,0.015794957,0.019075366
H1,8278,0.0077075493,0.00092562474,-0.0007314645,0.0025492478,0.0066117477
H1,8279,0.0092092855,0.003747641,0.0047260635,0.010301607,0.010702185
H1,8280,0.017120138,0.014466723,0.014124275,0.018376919,0.017857324
H1,8281,0.016697317,0.014237212,0.01586852,0.021177577,0.020477211
H1,8282,0.0030472204,0.0025403518,0.0027688453,0.008819242,0.008398339
H1,8283,-0.0015436299,-0.0057253446,-0.002536483,-0.001503231,0.0014554784
H1,8284,0.004315364,-0.0018427372,0.0031704502,0.0083986875,0.008982952
H1,8285,0.0070303846,0.0033928612,-0.00043407083,0.009174495,0.007651874
H1,8286,0.010311404,-0.00049381517,0.008464104,0.006045442,0.014416326
H1,8287,0.016424242,0.015175322,0.014625248,0.023647543,0.02109715
H1,8288,0.018437013,0.013679939,0.019168789,0.020645,0.018549304
H1,8289,0.0032186229,0.00026381388,-0.0019261595,0.005164385,0.0040261084
H1,8290,0.009122671,0.0054696267,0.005196451,0.012540525,0.0124776075
H1,8291,0.010905346,0.008307583,0.0088701295,0.012253,0.012303429
H1,8292,0.011112064,0.008547749,0.008042675,0.009314822,0.011884741
H1,8293,0.015100548,0.012553416,0.010344364,0.015526569,0.016065871
H1,8294,0.0041604796,0.0038767047,0.004374641,0.008305166,0.010150529
H1,8295,0.004576007,0.0018047243,0.0037614685,0.008713444,0.008281348
H1,8296,0.006889456,0.00532684,0.005804075,0.010290805,0.008774468
H1,8297,0.0028469283,0.0024116598,0.00039301254,0.005380083,0.0067497846
H1,8298,0.005419327,0.0040860157,0.0048355404,0.006804781,0.008158866
H1,8299,0.012100162,0.0144828735,0.013766385,0.019687831,0.024751026
H1,8300,0.012406711,0.011529998,0.010757502,0.015823158,0.014691886
H1,8301,0.013923134,0.012551848,0.013422175,0.015197044,0.01641319
H1,8302,0.004798958,0.0011810269,-0.00017929263,0.007886222,0.011549375
H1,8303,0.00861773,0.0053841304,0.0057366956,0.011126319,0.010613298
H1,8304,0.011015205,0.01261694,0.00972628,0.012779476,0.014389164
H1,8305,0.0035968507,-0.0006139893,0.0024505733,0.0077416766,0.008335327
H1,8306,-0.00416925,-0.0063355304,-0.0054831803,-0.004446106,-0.0014494155
H1,8307,0.0015103612,-0.002704272,-0.00129967,0.0038702888,0.0043696864
H1,8308,0.005468093,0.003689237,0.0039641475,0.009093469,0.010075156
H1,8309,0.00061235577,-0.0041446146,-0.0021547172,0.0063942857,0.007853849
H1,8310,0.0027081706,-0.0034296997,0.0014740769,0.000657171,0.006376285
H1,8311,0.008307472,0.00449536,0.003987559,0.009383024,0.01182436
H1,8312,0.0061987545,0.0013425294,0.0029924344,0.0066041937,0.006548834
H1,8313,0.00043989904,-0.0025594179,-0.0021377932,-0.000289876,0.0048672566
H1,8314,0.0052929986,-0.0035754796,0.0054919207,0.003925087,0.0059377374
H1,8315,0.0041218484,0.00019256212,0.0037114453,0.0071706604,0.007717778
H1,8316,0.0034149392,0.00066210143,-0.00032313354,0.0033733528,0.00284498
H1,8317,0.0024295095,-0.003033409,-0.001365725,0.0041712057,0.0037281746
H1,8318,0.0061051548,0.0027368227,0.0047790147,0.010175048,0.01091182
H1,8319,0.005432319,0.002956503,0.0031828312,0.00774661,0.010993436
H1,8320,0.0011796895,-0.0034974646,-4.5619905e-05,0.0036682533,0.0061631463
H1,8321,0.00065200217,-0.004130548,-0.0053961016,-0.0002259463,0.0017660782
H1,8322,-0.0004186239,-0.003913434,-0.0036365576,0.0026579108,0.0020379769
H1,8323,-0.0033881888,-0.0056175254,-0.005994035,-0.0020838045,-0.0015384555
H1,8324,-0.013517046,-0.015901454,-0.01580349,-0.0112923905,-0.012041181
H1,8325,-0.0006380286,-0.0030451473,-0.0038239006,0.0018669106,0.0032824595
H1,8326,-0.002957698,-0.005051831,-0.0050525498,0.00010004453,0.00049798563
H1,8327,-0.011593284,-0.01506906,-0.013180919,-0.011222662,-0.010175891
H1,8328,-0.011038691,-0.012723099,-0.01215606,-0.0076270755,-0.0067924913
H1,8329,-0.01734452,-0.018094767,-0.017418727,-0.01335755,-0.012408409
H1,8330,-0.013523508,-0.01875889,-0.017618582,-0.010088775,-0.011120012
H1,8331,-0.012625454,-0.02277128,-0.018007673,-0.014506783,-0.013958599
H1,8332,-0.016974494,-0.019641187,-0.019595407,-0.015982155,-0.013823427
H1,8333,-0.014096595,-0.016592447,-0.015047949,-0.00846721,-0.007957239
H1,8334,-0.0020766333,-0.007124545,-0.0046094935,-0.00026731193,0.003007507
H1,8335,-0.008428294,-0.01235757,-0.009220624,-0.007498326,-0.006430447
H1,8336,-0.016935267,-0.018346224,-0.016176444,-0.012566391,-0.013631469
H1,8337,-0.016378254,-0.020486884,-0.018223204,-0.015071057,-0.01082061
H1,8338,-0.016790617,-0.022797778,-0.018282495,-0.011290904,-0.01313559
H1,8339,-0.017633837,-0.02035084,-0.02095399,-0.016074296,-0.014805343
H1,8340,-0.025788218,-0.028987907,-0.03158557,-0.023048304,-0.023241721
H1,8341,-0.022695608,-0.024332259,-0.024195977,-0.016235806,-0.014635418
H1,8342,-0.017982353,-0.020018991,-0.021628179,-0.017751869,-0.016282927
H1,8343,-0.025946137,-0.027937379,-0.02680714,-0.024466116,-0.022846576
H1,8344,-0.017958604,-0.023854028,-0.021420509,-0.015372433,-0.0130974855
H1,8345,-0.025053132,-0.03214856,-0.027557198,-0.024598993,-0.025783736
H1,8346,-0.023904104,-0.026315317,-0.024944372,-0.020119555,-0.017761823
H1,8347,-0.02366269,-0.026366133,-0.024796657,-0.020339292,-0.021981984
H1,8348,-0.030853208,-0.033227164,-0.03527397,-0.030541666,-0.027422532
H1,8349,-0.025692321,-0.028861023,-0.028655834,-0.02252965,-0.02340084
H1,8350,-0.029298201,-0.030991372,-0.03075574,-0.025160063,-0.025971383
H1,8351,-0.025566619,-0.031151433,-0.030871388,-0.02544374,-0.023822915
H1,8352,-0.030901287,-0.03472033,-0.03186937,-0.029494338,-0.027593814
H1,8353,-0.028320149,-0.031173319,-0.030910887,-0.025987346,-0.02654149
H1,8354,-0.032328513,-0.039618254,-0.03778359,-0.03281875,-0.021570224
H1,8355,-0.030668259,-0.033036858,-0.032867026,-0.02701218,-0.026083041
H1,8356,-0.03793647,-0.041153304,-0.039560452,-0.033665013,-0.032538757
H1,8357,-0.034404628,-0.04028248,-0.03944144,-0.036687877,-0.03048693
H1,8358,-0.04294418,-0.046235383,-0.042888977,-0.04116892,-0.039922465
H1,8359,-0.034103457,-0.039140116,-0.035932668,-0.03226766,-0.029651497
H1,8360,-0.042605598,-0.04586512,-0.04023027,-0.0358453,-0.03371439
H1,8361,-0.04248195,-0.047088154,-0.043863427,-0.037675083,-0.0357408
H1,8362,-0.043163724,-0.04723355,-0.046292305,-0.041866083,-0.037612393
H1,8363,-0.046190575,-0.049350403,-0.04523647,-0.037946273,-0.038415525
H1,8364,-0.046044268,-0.050760314,-0.04932312,-0.045537107,-0.0441872
H1,8365,-0.045496605,-0.050396323,-0.04706411,-0.04214397,-0.042207208
H1,8366,-0.05326753,-0.054212123,-0.054019675,-0.04824266,-0.04775483
H1,8367,-0.04920923,-0.051445812,-0.050236568,-0.045195855,-0.044965275
H1,8368,-0.048318572,-0.051604584,-0.04869374,-0.04677611,-0.045102708
H1,8369,-0.051214844,-0.05567819,-0.054603778,-0.04908382,-0.04786309
H1,8370,-0.049543604,-0.052950226,-0.052018933,-0.046959616,-0.046259418
H1,8371,-0.052757025,-0.05919627,-0.05423928,-0.050291583,-0.04901907
H1,8372,-0.052960932,-0.05746741,-0.05447396,-0.04936704,-0.050113335
